RAZAO_SOCIAL;REGISTRO_ANCINE;CNPJ;MUNICIPIO;UF;CLASSIFICACAO_NIVEL_PRODUTORA
A. SOARES GOMES DE OLIVEIRA LTDA;63012;26.467.986/0001-06;TERESINA;PI;1
A. SOUZA SANTOS EVENTOS & PRODUCOES LTDA;64571;48.249.084/0001-28;GUARACIABA DO NORTE;CE;1
A.C.A. TEIXEIRA PRODUCOES;37789;12.476.201/0001-49;FORTALEZA;CE;1
A.C.G.JUNIOR PRODUÇÕES;63654;24.219.637/0001-31;CAMPINAS;SP;1
A.F. CINEMA E VÍDEO LTDA;351;69.126.670/0001-55;SÃO PAULO;SP;4
A.F.W PRODUÇOES LTDA;22842;10.995.556/0001-19;PASSO FUNDO;RS;1
A.FRANCA & CAMARGO EDIÇÃO DE FITAS LTDA;14092;09.643.850/0001-82;CASCAVEL;PR;1
A.J. PRODUÇÕES LTDA.;4199;05.547.721/0001-30;RIO DE JANEIRO;RJ;1
A.K.GUIMARAES FABRICA DE IMAGENS VIDEOS E FILMES;51817;41.039.341/0001-58;BELÉM;PA;1
A.M.C. PIANTA - ME;15277;08.236.524/0001-98;BEBEDOURO;SP;1
A.M.R. COMUNICAÇÃO AUDIOVISUAL LTDA.;40606;12.033.679/0001-02;SÃO PAULO;SP;1
A.R PRODUCOES ARTISTICAS LTDA;41712;29.247.730/0001-73;JOINVILLE;SC;1
A.S GESTAO E PRODUCOES ARTISTICAS;59680;38.422.823/0001-88;SÃO PAULO;SP;1
A/ZAGGA PRODUÇÃO LTDA;43727;15.531.918/0001-34;TRÊS CORAÇÕES;MG;1
A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33;BARUERI;SP;1
A2 FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;62210;60.892.228/0001-65;VITÓRIA;ES;1
A21FILMS LTDA;61821;34.715.857/0001-00;SÃO PAULO;SP;1
A2D VIDEOS E PRODUÇÕES LTDA - EPP;1221;05.528.230/0001-41;RIO CLARO;SP;1
A2F PRODUCAO AUDIOVISUAL LTDA;64497;53.980.506/0001-70;RIO DO SUL;SC;1
A2M PRODUTORA DE VÍDEO LTDA;54837;46.165.438/0001-20;CURITIBA;PR;1
A3 PRODUCAO AUDIVISUAL LTDA;64129;63.884.640/0001-21;VIAMÃO;RS;1
A3 PRODUÇÕES ARTÍSTICAS LTDA;63799;63.671.957/0001-80;RIBEIRÃO PRETO;SP;1
A3 REGISTROS FOTOGRAFICOS LTDA;45474;17.797.420/0001-43;RIO DE JANEIRO;RJ;1
A7 FEATURES LTDA;58898;30.228.646/0001-91;CAMPINAS;SP;1
AA - AFROREGGAE AUDIOVISUAL S.A.;19635;03.247.208/0001-06;RIO DE JANEIRO;RJ;4
AAI FILMES LTDA;53153;45.646.133/0001-78;SÃO PAULO;SP;1
AARTI TECNOLOGIA E CONTEUDO LTDA;48450;31.852.808/0001-20;RIO DE JANEIRO;RJ;1
AARTÉRIA PRODUÇÕES LTDA;45379;15.710.693/0001-83;RIO DE JANEIRO;RJ;1
AAVB PRODUÇÕES E DESENVOLVIMENTO LTDA;62587;51.512.248/0001-72;SÃO CAETANO DO SUL;SP;1
ABACATEIRO PRODUÇÕES LTDA;37327;21.145.995/0001-59;RIO DE JANEIRO;RJ;1
ABACKSTAGE SERVICOS DE GRAVACAO E AUDIO LTDA;54390;51.305.836/0001-35;ORLÂNDIA;SP;1
ABAJOUR FILMES LTDA;21829;15.422.473/0001-54;MOGI DAS CRUZES;SP;1
ABALLOU PRODUÇÕES ARTÍSTICAS LTDA;61514;55.073.701/0001-42;SÃO CAETANO DO SUL;SP;1
ABAQUAR PRODUÇÃO CULTURAL LTDA;15529;10.781.269/0001-06;SÃO PAULO;SP;1
ABARÁ PRODUÇÃO AUDIOVISUAL LTDA;47901;40.476.829/0001-80;SALVADOR;BA;1
ABATON FILMES LTDA;16241;05.790.486/0001-22;GUAÍBA;RS;1
ABBAS FILMES LTDA.;1244;03.189.055/0001-80;RIO DE JANEIRO;RJ;3
ABC CURSOS DE CINEMA LTDA;54171;42.764.122/0001-02;RIO DE JANEIRO;RJ;1
ABDALA BROTHERS LTDA;42104;30.052.982/0001-26;CABREÚVA;SP;1
ABDALLAH PRODUÇÕES LTDA;31588;15.454.944/0001-06;SÃO PAULO;SP;1
ABDUCT STUDIOS LTDA;54545;22.648.078/0001-50;MOGI DAS CRUZES;SP;1
ABEBE FILMS CO LTDA;53326;46.443.456/0001-27;RECIFE;PE;1
ABELHA CONTENT DESENVOLVIMENTO DE PROGRAMAS LTDA;51608;41.658.830/0001-98;BELO HORIZONTE;MG;1
ABGV PRODUCOES ARTISTICAS LTDA;46414;10.145.349/0001-75;RIO DE JANEIRO;RJ;1
ABILITY ASSESSORIA E SERVIÇOS LTDA;56540;02.960.298/0001-07;RIO DE JANEIRO;RJ;1
ABISMOS PRODUÇÕES LTDA;58846;55.565.059/0001-19;JOÃO PESSOA;PB;1
ABLUBA ESTUDIO DE ANIMACAO E VIDEO LTDA;51254;24.787.758/0001-80;SÃO JOSÉ DOS PINHAIS;PR;1
ABOANOVA SERVICOS ARTISTICOS E CULTURAIS LTDA;58749;19.415.206/0001-00;PORTO ALEGRE;RS;1
ABODEGA CONTEUDO CRIATIVO;58428;18.959.321/0001-83;RIO DE JANEIRO;RJ;1
ABOIM PRODUÇÕES E ARTES LTDA;5815;28.957.140/0001-71;TERESÓPOLIS;RJ;1
ABOUT PRODUÇÕES CULTURAIS;28063;09.003.277/0001-42;SÃO PAULO;SP;1
ABR COMUNICACOES LTDA;54771;51.560.509/0001-20;BELO HORIZONTE;MG;1
ABRANTES PROD. AUDIOVISUAIS LTDA;58697;50.022.355/0001-50;RIO DE JANEIRO;RJ;1
ABRAVA MUSIC T.A.PRODUCOES LTDA;34185;18.270.644/0001-65;SÃO PAULO;SP;1
ABRD PRODUCOES LTDA;62124;59.825.541/0001-00;RIO DE JANEIRO;RJ;1
ABREU 3D LTDA;63683;27.605.309/0001-61;PALMAS;TO;1
ABREU E DANTAS COMERCIO E SERVIÇOS LTDA;56475;47.235.507/0001-98;PORTO VELHO;RO;1
ABROLHOS PRODUÇÕES LTDA;21001;03.908.494/0001-03;SÃO PAULO;SP;2
ABS PRODUÇÕES LTDA;56765;37.153.063/0001-98;CARUARU;PE;1
ABUNDANCIA PRODUCOES LTDA;62386;13.386.984/0001-32;RIO DE JANEIRO;RJ;1
ABÓBORA FILMES LTDA;33796;24.939.972/0001-04;CANOAS;RS;1
AC CAVALCANTE SERVIÇOS LTDA.;5459;06.905.794/0001-19;PAULISTA;PE;3
AC PRODUÇÕES LTDA;32875;06.894.978/0001-20;RECIFE;PE;1
AC/DM FILMES LTDA;48586;42.152.957/0001-01;VITÓRIA;ES;1
AC3 CONSULTORIA, PRODUCAO E EVENTOS - EIRELI;49826;40.878.198/0001-25;RECIFE;PE;1
ACACA PETOPACA STUDIO LTDA;44984;35.012.877/0001-87;SÃO PAULO;SP;1
ACADEMIA DE FORMAÇÃO AUDIOVISUAL LTDA;49056;41.710.642/0001-61;RECIFE;PE;1
ACADEMIA DE IDEIAS ACADEMIA DE IDEIAS TECNOLOGIA E CONHECIMENTO LTDA;64022;57.103.530/0001-82;NOVA LIMA;MG;1
ACADEMIA DO CINEMA LTDA;63293;48.328.069/0001-75;BRASÍLIA;DF;1
ACADEMIA INTERNACIONAL DE CINEMA, TV, WEB LTDA;54762;46.697.499/0001-39;RIO DE JANEIRO;RJ;1
ACALANTE FILMES LTDA;24686;18.386.096/0001-33;RIO DE JANEIRO;RJ;2
ACANGATÁ FILMES LTDA;35016;09.423.299/0001-61;SÃO PAULO;SP;1
ACAR COMUNICACAO LTDA;39669;28.119.215/0001-45;RIO DE JANEIRO;RJ;1
ACARAMBOLA GESTÃO EM COMUNICAÇÃO LTDA;39888;16.666.500/0001-05;RIO DE JANEIRO;RJ;1
ACAUA PRODUCOES LTDA;54225;26.610.108/0001-90;SÃO LUÍS DO QUITUNDE;AL;1
ACC FRAIJI MELO - PUBLICIDADE;59636;00.600.927/0001-62;MANAUS;AM;1
ACCHADU PRODUCOES LTDA;40192;28.109.747/0001-00;SÃO PAULO;SP;1
ACCORDE FILMES LTDA.;1403;05.270.790/0001-49;PORTO ALEGRE;RS;5
ACENSIA DO BRASIL LTDA;51001;21.425.667/0001-06;CURITIBA;PR;1
ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;13387;09.261.668/0001-67;SÃO PAULO;SP;3
ACEROLA PRODUÇÕES LTDA;56214;24.897.029/0001-86;FORTALEZA;CE;1
ACERTE PROJETOS LTDA;50748;77.515.120/0001-56;FORTALEZA;CE;1
ACERVO CINEMA PRODUCOES LTDA;64307;23.646.057/0001-68;FORTALEZA;CE;1
ACESSO AGENCIAMENTO E PRODUÇÕES ARTISTICAS LTDA;22920;68.742.766/0001-85;RIO DE JANEIRO;RJ;1
ACFV PRODUCOES ARTISTICAS LTDA;54314;51.169.754/0001-00;RIO DE JANEIRO;RJ;1
ACME BADARÓ PRODUÇÕES LTDA - ME;25653;18.915.274/0001-76;ITU;SP;1
ACME FILMES LTDA;43426;29.287.095/0001-58;RIO DE JANEIRO;RJ;1
ACONCAGUA CONTEUDO E EDUCACAO LTDA;59802;45.322.806/0001-34;BELO HORIZONTE;MG;1
ACTA FILMES LTDA;59078;21.890.026/0001-22;SÃO PAULO;SP;1
ACTUM CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS LTDA.;57460;04.291.849/0001-12;TUPÃ;SP;1
ACUSTICA STUDIO E ENTRETENIMENTO LTDA;60152;02.743.229/0001-41;SÃO LUÍS;MA;1
AD PRODUÇÕES AVARÉ LTDA ME;30867;22.831.307/0001-77;AVARÉ;SP;1
AD PRODUÇÕES LTDA;34310;12.464.928/0001-06;XANXERÊ;SC;1
ADA PRODUÇÕES CINEMATOGRÁFICAS LTDA;54760;36.235.204/0001-59;BRASÍLIA;DF;1
ADALBERTO PENNA PRODUCOES CINEMATOGRAFICAS LTDA;829;00.563.081/0001-38;FLORIANÓPOLIS;SC;4
ADAMO FILMS PRODUCAO CINEMATOGRAFICA LTDA;49727;43.435.892/0001-66;SÃO PAULO;SP;1
ADAPO FILMES LTDA;60916;55.596.411/0001-83;FEIRA DE SANTANA;BA;1
ADCA ADRIANO DUTRA COMPUTACAO & ARTE LTDA;43816;28.319.197/0001-45;CRICIÚMA;SC;1
ADCE PRODUÇÃO CULTURAL LTDA. ME;40957;01.279.950/0001-60;RECIFE;PE;1
ADDMIND TECNOLOGIA E COMUNICACAO LTDA;54940;15.342.984/0001-66;RIO DE JANEIRO;RJ;1
ADELINO CELESTINO BILHALVA JUNIOR;39700;09.412.389/0001-57;PORTO ALEGRE;RS;2
ADELINO SEVERINO DA SILVA NETO-ME;37185;27.246.926/0001-18;CUIABÁ;MT;1
ADERALDO GOMES DE ASSIS JUNIOR;56525;30.102.159/0001-88;JOÃO PESSOA;PB;1
ADILSON DORO PRODUTORA - ME;21047;11.077.166/0001-22;MARÍLIA;SP;1
ADILSON RAIMUNDO LEÃO DIAS-EPP;32984;22.152.041/0001-36;BELÉM;PA;1
ADJ SERVIÇOS PRODUÇÕES E ENTRETENIMENTO LTDA;57802;22.777.747/0001-93;RIO DE JANEIRO;RJ;1
ADONIS MOURA CARDOSO E SILVA JUNIOR;44413;17.013.499/0001-74;SALVADOR;BA;1
ADORNI FILMS E DIGITAL LTDA;16061;10.932.138/0001-82;BARUERI;SP;1
ADRENALINA FILMES LTDA - ME;25856;19.222.741/0001-45;RIO DE JANEIRO;RJ;1
ADRIANA DE FARIAS DOCUMENTARIOS;54945;35.608.491/0001-32;SÃO PAULO;SP;1
ADRIANA JUNGBLUTH PRODUTORA DE CONTEÚDO AUDIOVISUAL ME;48533;29.591.535/0001-66;JUNDIAÍ;SP;1
ADRIANA MANOLIO PRODUÇÕES;54418;14.339.853/0001-67;MACEIÓ;AL;1
ADRIANA PINTO BARROS;57430;05.158.939/0001-00;SÃO PAULO;SP;1
ADRIANA RODRIGUES FREIRES 001DF LTDA;56769;30.162.025/0001-52;BRASÍLIA;DF;1
ADRICOPETTI FILM SERVICE AUDIOVISUAL LTDA ME.;28275;05.593.219/0001-65;RIO DE JANEIRO;RJ;1
ADVERSE PRODUTORA AUDIOVISUAL LTDA;61965;50.937.235/0001-82;PASSO FUNDO;RS;1
ADVERTAINMENT3 FILMES LTDA - EPP;34936;02.955.512/0001-37;CAMPO GRANDE;MS;1
ADVICE MULTIMIDIA SERVICOS E LOCACOES LTDA - ME;25346;01.191.610/0001-82;RECIFE;PE;1
ADVISORY PLANEJAMENTO E GESTAO LTDA;63439;51.824.914/0001-08;BELO HORIZONTE;MG;1
AE PRODUCOES CULTURAIS LTDA;22169;12.355.705/0001-00;CAMPINAS;SP;4
AEB PRODUÇÕES LTDA;19540;42.465.229/0001-41;RIO DE JANEIRO;RJ;4
AEQ LOCAÇÃO E PRODUÇÕES PARA EVENTOS LTDA-ME;27337;07.000.437/0001-74;SANTO ANDRÉ;SP;1
AF DA SILVA FILMES E PRODUÇOES;20322;12.964.492/0001-14;RIO DE JANEIRO;RJ;1
AF LANZONI AUDIOVISUAL;45537;31.893.005/0001-14;SÃO PAULO;SP;1
AFFARI AUDIOVISUAL LTDA;57197;48.810.752/0001-44;SÃO CAETANO DO SUL;SP;1
AFINAL FILMES LTDA;5390;03.760.043/0001-63;RIO DE JANEIRO;RJ;3
AFIRMA CRIAÇÃO AUDIOVISUAL LTDA;18378;13.024.951/0001-42;BELO HORIZONTE;MG;1
AFLORA COMUNICACAO, PRODUCAO CULTURAL E EXPERIENCIAS LTDA;60802;44.349.079/0001-36;RIO DE JANEIRO;RJ;1
AFLORA FILMES E PRODUÇÕES LTDA;54220;41.923.065/0001-96;BELO HORIZONTE;MG;1
AFRACADABRA FILMS LTDA;58953;48.270.403/0001-87;RIO DE JANEIRO;RJ;1
AFRANIO PARENTE ALVES PUBLICIDADES ME;48805;03.618.798/0001-28;FORTALEZA;CE;1
AFRIKOJA LTDA;63544;48.560.336/0001-35;ANGATUBA;SP;1
AFRONTE FAZ PRODUCOES ARTISTICAS LTDA;54025;28.756.445/0001-15;BRASÍLIA;DF;1
AFTER DREAM PRODUÇÕES EIRELI;50070;41.198.980/0001-66;RIO DE JANEIRO;RJ;1
AG ENTRETENIMENTO E PARTICIPACOES LTDA EPP;48664;27.498.482/0001-08;BELO HORIZONTE;MG;1
AG FABRICA DE IMAGENS PRODUTORA DE FILMES E VIDEO E SERVICOS LTDA;3415;02.077.461/0001-98;BELÉM;PA;1
AG PRODUÇÕES LTDA;63992;25.248.420/0001-12;BLUMENAU;SC;1
AG.4 FILMES SS LTDA;20394;07.252.855/0001-59;ARARAQUARA;SP;1
AG1 PRODUCOES ARTISTICAS LTDA;54593;43.566.933/0001-53;VITÓRIA DA CONQUISTA;BA;1
AGA FILMES & PRODUCOES EIRELI;18466;12.640.382/0001-05;FORTALEZA;CE;1
AGAMAVI FILMES LTDA;60866;49.652.949/0001-65;SALVADOR;BA;1
AGAPE FILMES LTDA;42549;30.611.940/0001-88;SÃO LUÍS;MA;1
AGARTHA FILMES LTDA;44411;22.259.888/0001-14;SÃO PAULO;SP;1
AGENCIA 28 MARKETING DIGITAL LTDA;60280;43.217.266/0001-01;MEDIANEIRA;PR;1
AGENCIA A5 DE COMUNICACAO E EVENTOS LTDA;49206;28.385.385/0001-71;RIO DE JANEIRO;RJ;1
AGENCIA AG PRODUCOES LTDA;20995;14.133.679/0001-00;MARÍLIA;SP;1
AGENCIA AVELOZ COMUNICACAO LTDA;64365;57.228.551/0001-24;JABOTICABAL;SP;1
AGENCIA BISTURI DIGITAL MARKETING E ESTRATEGIA EM VIDEO LTDA;58922;43.241.417/0001-59;PORTO ALEGRE;RS;1
AGENCIA BRESCIANI DESIGN PUBLICIDADE E MARKETING LTDA;62838;23.899.493/0001-49;CABO FRIO;RJ;1
AGENCIA COLMEIA MARKETING PRODUCOES LTDA;56482;42.972.622/0001-21;MARTINHO CAMPOS;MG;1
AGENCIA COLOR SOLUCOES WEB LTDA;58328;26.204.635/0001-02;BARRA MANSA;RJ;1
AGENCIA CRIVA LTDA;57254;53.289.999/0001-05;CUIABÁ;MT;1
AGENCIA DE ENTRETENIMENTO LTDA;60244;07.164.339/0001-72;RECIFE;PE;1
AGENCIA DE PUBLICIDADE GALEAZZA LTDA;57088;53.130.347/0001-15;RIO DE JANEIRO;RJ;1
AGENCIA DE PUBLICIDADE LOCUTORES ONLINE LTDA;49002;04.264.264/0001-03;PARACATU;MG;1
AGENCIA DE SERVICOS E APOIO ADMINISTRATIVO LTDA;52178;47.307.697/0001-01;BELO HORIZONTE;MG;1
AGENCIA DEFINE LTDA;45467;18.044.900/0001-04;CACOAL;RO;1
AGENCIA ESPACIAL CONTEUDOS LTDA;57459;37.127.488/0001-22;BELO HORIZONTE;MG;1
AGENCIA FAMILY PRODUCOES ARTISTICAS LTDA;60452;11.392.281/0001-91;EMBU DAS ARTES;SP;1
AGENCIA FOCO COMUNICAÇÃO LTDA - ME;20698;10.369.799/0001-41;VOLTA REDONDA;RJ;1
AGENCIA HALO LTDA;56356;42.899.627/0001-76;FRAIBURGO;SC;1
AGENCIA HOQ LTDA;63573;55.593.664/0001-01;GOIÂNIA;GO;1
AGENCIA LUNA PUBLICIDADE E PRODUCAO LTDA;50547;44.697.004/0001-46;BRASÍLIA;DF;1
AGENCIA M.MAIS LTDA;44868;07.843.288/0001-05;ARTUR NOGUEIRA;SP;1
AGENCIA METAFORA LTDA;64363;61.239.594/0001-82;RIO DE JANEIRO;RJ;1
AGENCIA MEXERICA PRODUCOES LTDA;52045;26.909.326/0001-20;SÃO PAULO;SP;1
AGENCIA MINEIRA DE ENTRETENIMENTO LTDA;31712;11.748.198/0001-02;MACHADO;MG;1
AGENCIA MP SERVICOS LTDA;63442;48.671.766/0001-24;FAZENDA RIO GRANDE;PR;1
AGENCIA ORBI LTDA;58020;46.126.758/0001-71;PORTO ALEGRE;RS;1
AGENCIA OUSER LTDA;48810;22.539.104/0001-01;SÃO JOSÉ DOS PINHAIS;PR;1
AGENCIA PROJEX LTDA;54742;49.963.568/0001-05;AGUDOS;SP;1
AGENCIA PUBLI43 LTDA;57382;49.368.606/0001-73;FORTALEZA;CE;1
AGENCIA REALLY LTDA;60706;36.141.071/0001-51;LONDRINA;PR;1
AGENCIA REVIVE LTDA-ME;49218;29.251.793/0001-01;PALMAS;TO;1
AGENCIA SAPIENS DE COMUNICAÇÃO E MULTIMÍDIA LTDA - ME;37225;26.165.786/0001-90;CAXAMBU;MG;1
AGENCIA SIGMA PUBLICIDADE LTDA;54216;49.094.208/0001-06;MARCOS PARENTE;PI;1
AGENCIA SURTO MARKETING E EVENTOS LTDA;61909;49.995.495/0001-25;RIO DE JANEIRO;RJ;1
AGENCIA TRILHA PUBLICIDADE LTDA;3345;00.076.866/0001-86;CHAPECÓ;SC;1
AGENCIA TROIA BRASIL LTDA;48134;27.391.170/0001-09;BELO HORIZONTE;MG;1
AGENCIA VISS LTDA;57235;44.621.771/0001-71;ITAÚNA;MG;1
AGENCIA WIV LTDA;45538;14.332.234/0001-40;APARECIDA DE GOIÂNIA;GO;1
AGENCIA YELLOW POINT - DESIGN, PUBLICIDADE E PROPAGANDA LTDA;58474;45.838.841/0001-00;ERECHIM;RS;1
AGENTEMESMO PRODUCOES ARTISTICAS LTDA;18335;04.964.795/0001-09;SÃO PAULO;SP;1
AGF PRODUÇÕES ARTÍSTICAS LTDA;24830;18.243.324/0001-16;RIO DE JANEIRO;RJ;4
AGIA MARKETING DIGITAL E CONSULTORIA LTDA;64439;65.100.400/0001-14;SÃO PAULO;SP;1
AGILE PRODUCAO DE FILMES PARA PUBLICIDADE EIRELI;49270;42.536.279/0001-72;BRASÍLIA;DF;1
AGILITA FILMES LTDA;55795;51.060.898/0001-24;BRASÍLIA;DF;1
AGOGO CULTURAL LTDA;27439;16.417.384/0001-82;SÃO PAULO;SP;1
AGOJIE BLACKS CONSCIENTES BRAVOS PRODUCOES AUDIOVISUAIS LTDA;61466;49.189.433/0001-26;SÃO PAULO;SP;1
AGORA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;51332;28.923.550/0001-00;RIO DE JANEIRO;RJ;1
AGPM PUBLICIDADE LTDA;57966;07.771.134/0001-55;ITABUNA;BA;1
AGRA & DAMACENA LTDA - ME;21407;08.386.074/0001-10;MACEIÓ;AL;1
AGRAA FILMES LTDA;62477;32.249.579/0001-17;SÃO PAULO;SP;1
AGREGA PRODUCOES CINEMATOGRAFICAS LTDA;52287;27.481.435/0001-51;SÃO PAULO;SP;1
AGRESTE AUDIOVISUAL LTDA;60973;51.660.226/0001-50;FORTALEZA;CE;1
AGRIDOCE FILMES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;23434;16.861.733/0001-50;BRASÍLIA;DF;1
AGROFILMES PRODUÇÃO AUDIOVISUAL LTDA;44709;33.415.024/0001-60;SÃO PAULO;SP;1
AGRUPA CULTURA LTDA;52351;43.836.286/0001-52;CURITIBA;PR;1
AGUA COMUNICACAO TV LTDA;29618;00.335.175/0001-50;PORTO MURTINHO;MS;1
AGUA PUBLICIDADE LTDA;32233;23.583.353/0001-67;SÃO PAULO;SP;1
AGUAS DE MARCO FILMES LTDA ME;19054;13.535.692/0001-14;SALVADOR;BA;2
AGUDA CINEMA E ARTE LTDA;43730;23.238.509/0001-72;MACEIÓ;AL;1
AGUERE - FILMES E PRODUCOES AUDIOVISUAIS LTDA;57355;28.124.756/0001-61;SALVADOR;BA;1
AGUIAR PRODUÇÕES E CURSOS LTDA;59345;00.997.128/0001-71;SOROCABA;SP;1
AGUZZOLI & AGUZZOLI LTDA;36767;17.196.802/0001-11;PORTO ALEGRE;RS;1
AGVOX AGENCIA DE PUBLICIDADE E PRODUTORA LTDA;54005;32.822.898/0001-70;FORTALEZA;CE;1
AGÊNCIA ALGAROBA LTDA;56998;37.967.993/0001-85;PETROLINA;PE;1
AGÊNCIA BOTÃO CULTURAL LTDA;54799;17.722.525/0001-33;RIO DE JANEIRO;RJ;1
AGÊNCIA CAPP LTDA;57780;34.283.727/0001-45;ROCA SALES;RS;1
AGÊNCIA CÓSMICA LTDA;55735;32.590.877/0001-76;RECIFE;PE;1
AGÊNCIA DADS DE PUBLICIDADE LTDA;53893;31.146.108/0001-10;SANTOS;SP;1
AGÊNCIA DE IDEIAS PRODUÇÕES CULTURAIS E EDITORIAIS LTDA - ME;38508;23.522.087/0001-62;SÃO PAULO;SP;1
AGÊNCIA DE PUBLICIDADE EPK LTDA;48447;36.686.238/0001-60;NITERÓI;RJ;1
AGÊNCIA DIGITAL MOUSTACHE LTDA;53559;34.677.938/0001-62;SÃO PAULO;SP;1
AGÊNCIA ESPACIAL PRODUÇÕES E TRANSMISSÕES LTDA;27682;01.642.718/0001-44;BELO HORIZONTE;MG;1
AGÊNCIA KEEP PROMOÇÕES E EVENTOS LTDA;45542;08.491.439/0001-76;SÃO PAULO;SP;1
AGÊNCIA LT LTDA;60246;29.374.404/0001-27;SANTA ROSA;RS;1
AGÊNCIA NEXXUS PUBLICIDADE E MARKETINGS LTDA.;52820;35.084.786/0001-57;RIO DE JANEIRO;RJ;1
AGÊNCIA NULO-LTDA;57278;31.918.699/0001-05;FLORIANÓPOLIS;SC;1
AGÊNCIA SOCIAL TAILORS LTDA;34263;17.048.386/0001-04;SÃO PAULO;SP;1
AGÊNCIA UNA BRASIL COMUNICAÇÃO LTDA;32749;14.193.088/0001-10;RIO DE JANEIRO;RJ;1
AGÊNCIAS BROTHER’S LTDA;56729;33.051.348/0001-67;ARAPIRACA;AL;1
AICON ACOES CINEMATOGRAFICAS LTDA;56802;47.847.698/0001-49;BRASÍLIA;DF;1
AIISO EVENTOS E PARTICIPACOES ARTISTICAS LTDA;60262;20.097.213/0001-90;SÃO PAULO;SP;1
AIKO PRODUTORA DE VIDEOS LTDA - ME;34522;26.364.981/0001-40;MARÍLIA;SP;1
AILTON NUNES DOS SANTOS & SANTOS LTDA - ME;16463;10.966.441/0001-04;CAMPINAS;SP;1
AIMORE FILMES LTDA;64746;25.305.409/0001-47;RIO DE JANEIRO;RJ;1
AIMOTION STUDIO & TECHNOLOGY LTDA.;61059;58.818.282/0001-19;BELO HORIZONTE;MG;1
AIOCA PRODUCOES ARTISTICAS LTDA;40518;28.924.522/0001-07;SALVADOR;BA;1
AION CINEMATOGRAFICA LTDA;1272;01.835.704/0001-47;RIO DE JANEIRO;RJ;3
AION COMPANY ENTRETENIMENTO LIMITADA;42524;31.553.727/0001-20;SÃO PAULO;SP;1
AIRTON CORREA SOARES JÚNIOR;52805;97.154.827/0001-91;PORTO ALEGRE;RS;1
AIUPA BRASIL PRODUÇÕES LTDA;14079;09.299.923/0001-60;SÃO PAULO;SP;2
AIURU SERVIÇOS DE FILMAGEM LTDA;16647;11.144.522/0001-83;RIO DE JANEIRO;RJ;1
AIUÊ PRODUTORA E EDITORA LTDA - ME;18678;09.225.539/0001-13;SÃO PAULO;SP;4
AJENCIA GESTAO CULTURAL LTDA;64314;54.676.678/0001-18;RIO DE JANEIRO;RJ;1
AJF FILMES E PRODUCOES LTDA;63627;63.418.118/0001-54;ARACAJU;SE;1
AJHB PRODUCOES AUDIOVISUAIS LTDA;53455;40.809.319/0001-87;PORTO ALEGRE;RS;1
AK PRODUÇÕES LTDA;48391;22.228.782/0001-53;PETRÓPOLIS;RJ;1
AKA MARKETING, TECNOLOGIA E EVENTOS LTDA;59907;04.918.715/0001-89;SÃO PAULO;SP;1
AKAI KAME PRODUÇÕES LTDA;21777;12.746.326/0001-41;FLORIANÓPOLIS;SC;1
AKAIKE TOMO PRODUCOES E EVENTOS LTDA.;35600;10.540.211/0001-70;SÃO PAULO;SP;1
AKEL ESTUDIO E SERVICOS CINEMATOGRAFICOS LTDA;56647;32.101.626/0001-80;FORTALEZA;CE;1
AKHENATON ARTS PRODUÇÕES LTDA;57998;53.668.402/0001-25;RIO DE JANEIRO;RJ;1
AKOM STUDIO LTDA;40010;29.320.102/0001-76;RIO DE JANEIRO;RJ;1
AKSA OLIVEIRA LIMA PRODUTORA AUDIOVISUAL LTDA;46290;28.738.504/0001-22;SÃO PAULO;SP;1
AKT EDICOES MUSICAIS LTDA;53004;41.210.417/0001-66;BELO HORIZONTE;MG;1
AKTIVA PRODUTORA LTDA ME;23215;14.367.829/0001-31;VITÓRIA DA CONQUISTA;BA;1
AKUKO AGENCIA CRIATIVA LTDA;57114;32.472.687/0001-54;RIO DO SUL;SC;1
AKWA MT PRODUCOES ARTISTICAS LTDA;27029;14.139.914/0001-42;CUIABÁ;MT;1
AKWA PRODUÇÕES ARTÍSTICAS;51630;46.124.383/0001-00;BRASÍLIA;DF;1
AKWE PRODUCOES LTDA;49193;42.788.713/0001-01;SÃO PAULO;SP;1
AL DENTE FILMES LTDA ME;26799;12.009.314/0001-34;SÃO PAULO;SP;1
AL SOLUCOES EM TECNOLOGIA E COMUNICACAO LTDA;53312;43.726.856/0001-51;CARUARU;PE;1
ALA PRODUCOES E SERVICOS LTDA;59575;27.481.686/0001-36;RIO DE JANEIRO;RJ;1
ALABAMA PRODUÇÕES AUDIOVISUAIS LTDA;41780;31.865.634/0001-30;RECIFE;PE;1
ALABE PRODUCOES CRIATIVAS LTDA;55000;23.615.492/0001-25;RIO DE JANEIRO;RJ;1
ALADIM PRODUÇOES LTDA;27480;19.188.967/0001-77;BRASÍLIA;DF;1
ALADOS COMUNICACAO CULTURAL E PRODUCOES LTDA;33126;22.258.961/0001-33;SÃO PAULO;SP;1
ALAFIA CULTURAL LTDA;57575;17.804.651/0001-37;ARACAJU;SE;1
