TITULO_PROJETO;CHAMADA_PUBLICA;ANO_EDITAL;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_PROGRAMADORA;RAZAO_SOCIAL_PROGRAMADORA;DATA_EXTRATO_CONTRATO_DOU;VALOR_CONTRATO_DOU;DATA_PRIMEIRO_DESEMBOLSO;VALOR_TOTAL_LIBERADO
OS TAMBORES DO REI AMBRÓSIO;PRODAV 02 - PROJETO DERIVADO;2016;24.304.911/0001-70;CAMPO CERRADO PRODUÇÕES E SERVIÇOS AUDIOVISUAIS LTDA;24.304.911/0001-70;CAMPO CERRADO PRODUÇÕES E SERVIÇOS AUDIOVISUAIS LTDA;21.229.281/0001-29;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;23/03/2022;R$ 108.912,00;27/04/2022;R$ 108.912,00
CARTOGRAFIAS DO CORPO;PRODAV 02 - PROJETO DERIVADO;2016;20.615.318/0001-94;TANDERA FILMES E PRODUCOES EIRELI - ME;20.615.318/0001-94;TANDERA FILMES E PRODUCOES EIRELI - ME;21.229.281/0001-29;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;06/01/2021;R$ 900.000,00;29/01/2021;R$ 900.000,00
DONAS DO BABA;PRODAV 02 - PROJETO DERIVADO;2016;03.958.889/0001-02;MOVIOCA SALVADOR PRODUCOES ARTISTICAS LTDA ME;03.958.889/0001-02;MOVIOCA SALVADOR PRODUCOES ARTISTICAS LTDA ME;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;06/02/2019;R$ 390.000,00;25/03/2019;R$ 390.000,00
DORIVANDO SARAVÁ;PRODAV 02 - PROJETO DERIVADO;2016;10.281.460/0001-99;HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME;10.281.460/0001-99;HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;25/04/2018;R$ 600.000,00;30/04/2018;R$ 600.000,00
DRAMA UNIVERSITÁRIO;PRODAV 02 - PROJETO DERIVADO;2016;17.514.352/0001-68;FILMERAMA PRODUÇÕES LTDA - EPP;17.514.352/0001-68;FILMERAMA PRODUÇÕES LTDA - EPP;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;02/01/2018;R$ 1.500.000,00;08/01/2018;R$ 1.500.000,00
ECONOMIA DO BEM VIVER;PRODAV 02 - PROJETO DERIVADO;2016;12.106.692/0001-36;LABORATÓRIO CISCO EDUCAÇÃO E IMAGEM LTDA ME;12.106.692/0001-36;LABORATÓRIO CISCO EDUCAÇÃO E IMAGEM LTDA ME;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;04/10/2017;R$ 714.860,00;09/10/2017;R$ 714.860,00
EDSON GOMES - REGGAE E RESISTÊNCIA;PRODAV 02 - PROJETO DERIVADO;2016;17.281.724/0001-53;TENDA DOS MILAGRES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;17.281.724/0001-53;TENDA DOS MILAGRES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;13/02/2019;R$ 208.000,00;25/02/2019;R$ 208.000,00
EM BUSCA DE KARDEC;PRODAV 02 - PROJETO DERIVADO;2016;11.280.934/0001-40;LIGHTHOUSE PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.280.934/0001-40;LIGHTHOUSE PRODUÇÕES CINEMATOGRÁFICAS LTDA.;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;28/03/2018;R$ 449.979,20;03/04/2018;R$ 449.979,20
ENCANTARIAS;PRODAV 02 - PROJETO DERIVADO;2016;02.066.541/0001-48;PRISMA PRODUÇÕES LTDA;02.066.541/0001-48;PRISMA PRODUÇÕES LTDA;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;11/04/2018;R$ 297.907,17;23/04/2018;R$ 297.907,17
KARINGANA – LICENÇA PARA CONTAR;PRODAV 02 - PROJETO DERIVADO;2016;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;21/03/2018;R$ 600.000,00;03/04/2018;R$ 600.000,00
ERA UMA VEZ, UM SONHO;PRODAV 02 - PROJETO DERIVADO;2016;09.011.546/0001-12;GMB PRODUTORA DE CINEMA E VIDEO LTDA;09.011.546/0001-12;GMB PRODUTORA DE CINEMA E VIDEO LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;27/02/2019;R$ 390.000,00;08/03/2019;R$ 390.000,00
EU NÃO ANDO SÓ;PRODAV 02 - PROJETO DERIVADO;2016;13.650.474/0001-20;ROSZA FILMES PRODUÇÕES LTDA ME;13.650.474/0001-20;ROSZA FILMES PRODUÇÕES LTDA ME;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;30/01/2019;R$ 206.900,00;07/02/2019;R$ 206.900,00
SOBRE SONHOS E LIBERDADES;PRODAV 02 - PROJETO DERIVADO;2016;74.107.475/0001-18;TAMBKE FILMES LTDA;74.107.475/0001-18;TAMBKE FILMES LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;25/04/2018;R$ 119.026,00;17/05/2018;R$ 119.026,00
SOU MODERNO, SOU ÍNDIO;PRODAV 02 - PROJETO DERIVADO;2016;05.572.253/0001-53;LENTE VIVA FILMES LTDA - EPP;05.572.253/0001-53;LENTE VIVA FILMES LTDA - EPP;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;02/05/2018;R$ 699.933,50;07/05/2018;R$ 699.933,50
SUBTERRÂNEA;PRODAV 02 - PROJETO DERIVADO;2016;23.148.018/0001-30;FILMEGRAPH LTDA - ME;23.148.018/0001-30;FILMEGRAPH LTDA - ME;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;11/07/2018;R$ 427.669,00;19/07/2018;R$ 427.669,00
TERRAS QUE LIBERTAM - HISTÓRIAS DOS CUPERTINOS;PRODAV 02 - PROJETO DERIVADO;2016;23.150.369/0001-86;DENISE MONTEIRO DE OLIVEIRA;23.150.369/0001-86;DENISE MONTEIRO DE OLIVEIRA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;30/10/2019;R$ 207.790,00;07/11/2019;R$ 207.790,00
TERRITÓRIO - TODOS OS CANTOS DA BAHIA;PRODAV 02 - PROJETO DERIVADO;2016;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;05/06/2019;R$ 2.025.000,00;10/06/2019;R$ 2.025.000,00
TERROIR BRASIL;PRODAV 02 - PROJETO DERIVADO;2016;08.991.631/0001-21;99 PRODUCOES ARTISTICAS LTDA;08.991.631/0001-21;99 PRODUCOES ARTISTICAS LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;11/04/2018;R$ 520.000,00;16/04/2018;R$ 520.000,00
TERRUÁ PARÁ;PRODAV 02 - PROJETO DERIVADO;2016;23.278.315/0001-09;CABOCLA FILMES LTDA. ME;23.278.315/0001-09;CABOCLA FILMES LTDA. ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;04/07/2018;R$ 592.989,00;09/08/2018;R$ 592.989,00
TODA MENINA BAIANA - 2ª TEMPORADA;PRODAV 02 - PROJETO DERIVADO;2016;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;05/06/2019;R$ 1.014.000,00;10/06/2019;R$ 1.014.000,00
1986.0;PRODAV 02 - PROJETO DERIVADO;2016;09.207.344/0001-40;EDER SAN JÚNIOR CINEMATOGRÁFICA E ARTE LTDA;09.207.344/0001-40;EDER SAN JÚNIOR CINEMATOGRÁFICA E ARTE LTDA;21.229.281/0001-29;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;20/01/2021;R$ 1.866.615,21;08/02/2021;R$ 1.866.615,21
NOITE E DIA - LIMA BARRETO, OBRA E VIDA;PRODAV 02 - PROJETO DERIVADO;2016;06.236.625/0001-33;KINOPUS AUDIOVISUAL LTDA - ME;06.236.625/0001-33;KINOPUS AUDIOVISUAL LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;20/01/2021;R$ 410.000,00;05/02/2021;R$ 410.000,00
COM AS PRÓPRIAS MÃOS;PRODAV 02 - PROJETO DERIVADO;2016;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;23/12/2020;R$ 500.000,00;30/12/2020;R$ 500.000,00
QUEM FOI GUIGNARD;PRODAV 02 - PROJETO DERIVADO;2016;13.891.678/0001-53;GUERRILHA FILMES LTDA EPP;13.891.678/0001-53;GUERRILHA FILMES LTDA EPP;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;06/01/2021;R$ 399.960,00;25/02/2021;R$ 399.960,00
VIRTUDE;PRODAV 02 - PROJETO DERIVADO;2016;17.814.194/0001-61;SOB ENCOMENDA PRODUCOES LTDA;17.814.194/0001-61;SOB ENCOMENDA PRODUCOES LTDA;07.663.719/0001-51;FUNDAÇÃO DEMÓCRITO ROCHA;14/04/2021;R$ 1.169.701,95;30/04/2021;R$ 1.169.701,95
HERÓIS DO UDIGRUDI BAIANO;PRODAV 02 - PROJETO DERIVADO;2016;10.281.460/0001-99;HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME;10.281.460/0001-99;HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;14/04/2021;R$ 594.715,61;23/05/2022;R$ 594.715,61
NA COZINHA DO SÍTIO;PRODAV 02 - PROJETO DERIVADO;2016;15.864.034/0001-00;HILDEBRANDO MAURICIO DA C MACEDO FILHO ­ ME;15.864.034/0001-00;HILDEBRANDO MAURICIO DA C MACEDO FILHO ­ ME;07.663.719/0001-51;FUNDAÇÃO DEMÓCRITO ROCHA;23/12/2020;R$ 360.000,00;13/01/2021;R$ 360.000,00
PRAIEIRA;PRODAV 02 - PROJETO DERIVADO;2016;14.989.694/0001-46;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;14.989.694/0001-46;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;07.663.719/0001-51;FUNDAÇÃO DEMÓCRITO ROCHA;17/12/2020;R$ 512.587,65;22/12/2020;R$ 512.587,65
ALBA E OS FANTASMAS;PRODAV 02 - PROJETO DERIVADO;2016;04.260.031/0001-32;LUNART S/S LTDA;04.260.031/0001-32;LUNART S/S LTDA;07.663.719/0001-51;FUNDAÇÃO DEMÓCRITO ROCHA;17/12/2020;R$ 360.000,00;07/04/2021;R$ 360.000,00
NA TRILHA DO VENTO;PRODAV 02 - PROJETO DERIVADO;2016;12.477.209/0001-20;R DOS SANTOS SILVA - ME;12.477.209/0001-20;R DOS SANTOS SILVA - ME;07.663.719/0001-51;FUNDAÇÃO DEMÓCRITO ROCHA;27/10/2021;R$ 494.668,98;14/02/2022;R$ 494.668,98
LAMA DOS DIAS - 2 TEMPORADA;PRODAV 02 - PROJETO DERIVADO;2016;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19.388.280/0001-85;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;02.608.224/0001-06;CANAL BRAZIL S/A;23/12/2020;R$ 3.045.000,00;30/12/2020;R$ 3.045.000,00
EU, EMPRESA;PRODAV 02 - PROJETO DERIVADO;2016;17.534.469/0001-03;TRANSE FILMES LTDA - ME;17.534.469/0001-03;TRANSE FILMES LTDA - ME;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;13/02/2019;R$ 390.000,00;18/02/2019;R$ 390.000,00
EU, PRESO;PRODAV 02 - PROJETO DERIVADO;2016;04.650.621/0001-71;MIRA FILMES LTDA - ME;04.650.621/0001-71;MIRA FILMES LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;04/04/2018;R$ 399.960,00;09/04/2018;R$ 399.960,00
AMAZON FASHION;PRODAV 02 - PROJETO DERIVADO;2016;05.064.901/0001-60;PRODUTORA DE FILMES H.L. LTDA-ME;05.064.901/0001-60;PRODUTORA DE FILMES H.L. LTDA-ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;14/03/2018;R$ 525.000,00;29/03/2018;R$ 525.000,00
FASHION CLICK 2;PRODAV 02 - PROJETO DERIVADO;2016;11.280.934/0001-40;LIGHTHOUSE PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.280.934/0001-40;LIGHTHOUSE PRODUÇÕES CINEMATOGRÁFICAS LTDA.;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;28/03/2018;R$ 449.887,90;03/04/2018;R$ 449.887,90
FLORADAS - NA TRILHA DA AGROECOLOGIA;PRODAV 02 - PROJETO DERIVADO;2016;09.583.743/0001-06;MANTRA PRODUCOES AUDIOVISUAIS LTDA;09.583.743/0001-06;MANTRA PRODUCOES AUDIOVISUAIS LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;31/07/2019;R$ 564.397,54;05/08/2019;R$ 564.397,54
GAROTO, O GÊNIO DAS CORDAS;PRODAV 02 - PROJETO DERIVADO;2016;04.344.932/0001-02;INTRO LTDA;04.344.932/0001-02;INTRO LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;02/05/2018;R$ 600.000,00;24/12/2018;R$ 600.000,00
GLÁUBER - ITÁLIA IDA E VOLTA;PRODAV 02 - PROJETO DERIVADO;2016;02.902.219/0001-01;DRAMA FILMES LTDA.;02.902.219/0001-01;DRAMA FILMES LTDA.;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;24/10/2018;R$ 530.251,00;22/10/2018;R$ 530.251,00
TODOS OS SONHOS;PRODAV 02 - PROJETO DERIVADO;2016;19.223.689/0001-41;BENDITAS PROJETOS CRIATIVOS LTDA - ME;19.223.689/0001-41;BENDITAS PROJETOS CRIATIVOS LTDA - ME;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;14/03/2019;R$ 389.303,20;25/03/2019;R$ 389.303,20
TORQUATO: IMAGENS DA INCOMPLETUDE;PRODAV 02 - PROJETO DERIVADO;2016;13.827.942/0001-90;MAGNO & MAGNO LTDA - ME;13.827.942/0001-90;MAGNO & MAGNO LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;21/03/2018;R$ 296.000,00;29/03/2018;R$ 296.000,00
TRAÇOS, TRAJETOS E TRAVESSIAS - ARTES VISUAIS EM FORTALEZA VOL. 1;PRODAV 02 - PROJETO DERIVADO;2016;19.152.930/0001-99;MALEMOLÊNCIA PRODUÇÕES LTDA;19.152.930/0001-99;MALEMOLÊNCIA PRODUÇÕES LTDA;07.663.719/0001-51;FUNDAÇÃO DEMÓCRITO ROCHA;18/09/2019;R$ 489.992,45;30/09/2019;R$ 489.992,45
TRAVESSIA;PRODAV 02 - PROJETO DERIVADO;2016;08.429.784/0001-80;AURORA FILMES LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;24/01/2018;R$ 419.999,99;06/02/2018;R$ 419.999,99
TRAVESSIAS;PRODAV 02 - PROJETO DERIVADO;2016;13.622.499/0001-10;CINEMATOGRÁFICA PATA NEGRA LTDA;13.622.499/0001-10;CINEMATOGRÁFICA PATA NEGRA LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;13/06/2018;R$ 581.000,00;21/06/2018;R$ 581.000,00
UBUNTO - A PARTILHA DO QUILOMBOLA;PRODAV 02 - PROJETO DERIVADO;2016;02.402.531/0001-36;TV NORTE INDEPENDENTE SERVIÇOS DE PRODUÇÃO DE VIDEOS LTDA - ME;02.402.531/0001-36;TV NORTE INDEPENDENTE SERVIÇOS DE PRODUÇÃO DE VIDEOS LTDA - ME;29.527.413/0001-00;FUNDACAO ROBERTO MARINHO;22/08/2018;R$ 1.069.145,00;30/08/2018;R$ 1.069.145,00
GUERREIROS DA FLORESTA;PRODAV 02 - PROJETO DERIVADO;2016;15.479.865/0001-50;SANTA RITA FILMES EIRELI - ME;15.479.865/0001-50;SANTA RITA FILMES EIRELI - ME;29.527.413/0001-00;FUNDACAO ROBERTO MARINHO;13/06/2018;R$ 1.242.747,00;18/06/2018;R$ 1.242.747,00
UM TAKE UM SOM - 2ª TEMPORADA;PRODAV 02 - PROJETO DERIVADO;2016;21.082.017/0001-05;GLAUCO NEVES DE MENEZES ***********;21.082.017/0001-05;GLAUCO NEVES DE MENEZES ***********;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;31/10/2018;R$ 180.000,00;06/11/2018;R$ 180.000,00
RESÍDUO, DE TUDO FICA UM POUCO;PRODAV 02 - PROJETO DERIVADO;2016;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;02.608.224/0001-06;CANAL BRAZIL S/A;13/01/2021;R$ 440.000,00;18/03/2021;R$ 440.000,00
CARAVELLE 114;PRODAV 02 - PROJETO DERIVADO;2016;22.604.204/0001-74;METAFIXA PRODUCOES CINEMATOGRAFICAS EIRELI;22.604.204/0001-74;METAFIXA PRODUCOES CINEMATOGRAFICAS EIRELI;02.608.224/0001-06;CANAL BRAZIL S/A;06/01/2021;R$ 2.759.657,79;08/01/2021;R$ 2.759.657,79
NAÇÃO ZUMBI SESSIONS;PRODAV 02 - PROJETO DERIVADO;2016;08.277.315/0001-92;CABRA QUENTE FILMES LTDA;08.277.315/0001-92;CABRA QUENTE FILMES LTDA;02.608.224/0001-06;CANAL BRAZIL S/A;10/02/2021;R$ 400.000,00;17/02/2021;R$ 400.000,00
PANELA AMAZÔNIA 1ª TEMPORADA;PRODAV 02 - PROJETO DERIVADO;2016;26.242.766/0001-76;FONSECA & PAES LTDA;26.242.766/0001-76;FONSECA & PAES LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;18/02/2021;R$ 435.143,47;15/04/2021;R$ 435.143,47
BAR BRASIL;PRODAV 02 - PROJETO DERIVADO;2016;22.446.460/0001-80;MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA - ME;22.446.460/0001-80;MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA - ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;07/04/2021;R$ 546.000,00;29/04/2021;R$ 546.000,00
PIAUÍ, JORNADA PELO TESOURO DAS AMÉRICAS;PRODAV 02 - PROJETO DERIVADO;2016;08.578.658/0001-97;MIL CICLOS PRODUÇÃO AUDIOVISUAL LTDA;08.578.658/0001-97;MIL CICLOS PRODUÇÃO AUDIOVISUAL LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;18/03/2021;R$ 600.000,00;25/03/2021;R$ 600.000,00
CANTOS DO MAR;PRODAV 02 - PROJETO DERIVADO;2016;25.238.748/0001-58;TAGUAY TAYUSSY BRANDAO SOUZA - ME;25.238.748/0001-58;TAGUAY TAYUSSY BRANDAO SOUZA - ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;14/04/2021;R$ 600.000,00;23/04/2021;R$ 600.000,00
TERRITÓRIOS NEGROS;PRODAV 02 - PROJETO DERIVADO;2016;05.791.137/0001-25;VÂNIA ALVES SMITH LIMA;05.791.137/0001-25;VÂNIA ALVES SMITH LIMA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;14/04/2021;R$ 500.000,00;04/05/2021;R$ 500.000,00
O MUNDO DELAS;PRODAV 02 - PROJETO DERIVADO;2016;25.094.170/0001-03;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;25.094.170/0001-03;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;03/03/2021;R$ 547.000,00;07/04/2021;R$ 547.000,00
RÉUS;PRODAV 02 - PROJETO DERIVADO;2016;04.852.671/0001-31;34 FILMES LTDA;04.852.671/0001-31;34 FILMES LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;10/02/2021;R$ 954.791,04;17/02/2021;R$ 954.791,04
SEGREDOS DO CORAÇÃO DA AMÉRICA DO SUL;PRODAV 02 - PROJETO DERIVADO;2016;07.168.260/0001-10;CUMBARU PRODUÇÕES ARTÍSTICAS LTDA - ME;07.168.260/0001-10;CUMBARU PRODUÇÕES ARTÍSTICAS LTDA - ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;12/02/2021;R$ 600.000,00;18/02/2021;R$ 600.000,00
GRANDES CENAS - 2ª TEMPORADA;PRODAV 02 - PROJETO DERIVADO;2016;94.625.829/0001-23;CASA DE CINEMA DE PORTO ALEGRE LTDA.;94.625.829/0001-23;CASA DE CINEMA DE PORTO ALEGRE LTDA.;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;16/08/2019;R$ 636.700,00;22/08/2019;R$ 636.700,00
GRUPO CORPO PELA MÚSICA;PRODAV 02 - PROJETO DERIVADO;2016;02.905.155/0001-00;JPZ COMUNICAÇÃO LTDA;02.905.155/0001-00;JPZ COMUNICAÇÃO LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;28/11/2018;R$ 300.000,00;13/12/2018;R$ 300.000,00
HIGHWAY;PRODAV 02 - PROJETO DERIVADO;2016;10.669.204/0001-73;SANTOS & MARÇAL LTDA -ME;10.669.204/0001-73;SANTOS & MARÇAL LTDA -ME;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;28/11/2018;R$ 420.000,00;03/12/2018;R$ 420.000,00
HIPER PRAIA;PRODAV 02 - PROJETO DERIVADO;2016;03.250.728/0001-60;TAKAPY DIGITAL ART LTDA;03.250.728/0001-60;TAKAPY DIGITAL ART LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;20/02/2019;R$ 390.000,00;14/03/2019;R$ 390.000,00
HISTÓRIA SECRETA DO POP BRASILEIRO;PRODAV 02 - PROJETO DERIVADO;2016;29.521.986/0001-27;KUARUP PRODUÇÕES LTDA;29.521.986/0001-27;KUARUP PRODUÇÕES LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;16/05/2018;R$ 599.887,00;21/05/2018;R$ 599.887,00
HISTÓRIAS SUBMERSAS;PRODAV 02 - PROJETO DERIVADO;2016;24.977.434/0001-04;R G N RANDAM;24.977.434/0001-04;R G N RANDAM;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;19/12/2018;R$ 390.000,00;10/01/2019;R$ 390.000,00
HOMEM DE TEATRO;PRODAV 02 - PROJETO DERIVADO;2016;15.136.969/0001-61;AM CONTEUDO E INOVACAO LTDA;15.136.969/0001-61;AM CONTEUDO E INOVACAO LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;27/02/2019;R$ 208.000,00;08/03/2019;R$ 208.000,00
ILHA DE TODOS OS MESTRES;PRODAV 02 - PROJETO DERIVADO;2016;08.578.658/0001-97;MIL CICLOS PRODUÇÃO AUDIOVISUAL LTDA;08.578.658/0001-97;MIL CICLOS PRODUÇÃO AUDIOVISUAL LTDA;06.275.598/0001-08;RÁDIO E TV DIFUSORA DO MARANHÃO LTDA;12/06/2019;R$ 249.920,00;17/06/2019;R$ 249.920,00
ENTRE VOOS E CAMINHADAS;PRODAV 02 - PROJETO DERIVADO;2016;09.719.793/0001-78;MANJUBINHA FILMES EIRELI;09.719.793/0001-78;MANJUBINHA FILMES EIRELI;00.811.990/0001-48;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);13/02/2019;R$ 615.458,02;18/02/2019;R$ 615.458,02
XINGU, CARIRI, CARUARU, CARIOCA;PRODAV 02 - PROJETO DERIVADO;2016;31.390.347/0001-11;ALO VIDEO LTDA - ME;31.390.347/0001-11;ALO VIDEO LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;06/06/2018;R$ 300.000,00;18/06/2018;R$ 300.000,00
DOIS TEMPOS;PRODAV 02 - PROJETO DERIVADO;2016;13.510.088/0001-33;DOBLECHAPA CINEMATOGRAFIA LTDA;13.510.088/0001-33;DOBLECHAPA CINEMATOGRAFIA LTDA;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;21/02/2018;R$ 450.000,00;26/02/2018;R$ 450.000,00
ZIGOTTO;PRODAV 03;2016;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;00.000.000/0000-0-;-;11/07/2018;R$ 1.000.000,00;19/07/2018;R$ 1.000.000,00
O TRAIDOR;PRODAV 06;2016;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;17/06/2020;R$ 500.000,00;24/06/2020;R$ 500.000,00
ESTADOS DA ARTE - 2º TEMPORADA - NORTE E NORDESTE;PRODAV 02 - PROJETO DERIVADO;2016;25.094.170/0001-03;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;25.094.170/0001-03;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;17.164.803/0001-84;CURTA! PROGRAMADORA DE CANAIS DE TV LTDA;15/07/2020;R$ 800.000,00;29/07/2020;R$ 800.000,00
CIDADE PÁSSARO;PRODAV 06;2016;06.137.016/0001-27;PRIMO FILMES LTDA;06.137.016/0001-27;PRIMO FILMES LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;24/07/2019;R$ 100.234,33;19/12/2019;R$ 100.234,33
FAKE NEWS;PRODAV 06;2016;18.675.219/0001-56;BASE 1 FILMES LTDA.;18.675.219/0001-56;BASE 1 FILMES LTDA.;00.000.000/0000-0-;-;12/12/2018;R$ 200.000,00;21/12/2018;R$ 200.000,00
