TITULO_ORIGINAL;CPB;NUMERO_CONTRATO_FSA
SEM PAI NEM MÃE;B2500412200000;1758
SEM PALAVRAS: A ARTE DE ILUSTRAR;B2400226000000;04157
SEM RAZÃO - O SAMBA ANTES DO SAMBA;B2400125200000;04447
SEM RETORNO;B2000124100000;02093
SEM SEU SANGUE;B1900381500000;00214
SEM SEU SANGUE;B1900381500000;1522
SEM VERGONHA;B2400084500000;3905
SEM VOLTA;B1600739400000;00440
SEMANA SEM FIM;B2300109700000;04562
SEMENTES DA EDUCAÇÃO;B1800223000000;689
SEMENTES DA EDUCAÇÃO - 2º TEMPORADA;B2100207000000;02917
SEMENTES DO AMANHÃ;B1900478800000;2332
SEMPRE POA;B1900201100000;1165
SENHORITAS;B2400103500000;03790
SEO CHICO TODA VIDA;B2600062700000;04104
SEQUESTRO RELÂMPAGO;B1800126800000;227
SER FELIZ POR NENHUM MOTIVO;B2500366500000;05234
SER FELIZ POR NENHUM MOTIVO;B2500366500000;05417
SER MULHER;B2500199700000;04295
SERIAL KELLY;B1900583000000;1597
SERIAL KELLY;B1900583000000;1598
SERIAL KELLY;B1900583000000;1599
SERIAL KELLY;B1900583000000;1600
SERRA DAS ALMAS;B2400018400000;03018
SERTÂNIA;B1900597200000;1694
SERTÃO BAIÃO;B2400127800000;04082
SERTÃO CATULO;B2400457400000;04715
SERTÃO DE DENTRO;B1800034000000;00794
SERTÃO DIVINO;B2400288300000;04353
SERTÃO VELHO CERRADO;B1800287300000;01985
SERVIDÃO;B1800561900000;00910
SETE VIDAS EM 7 CORDAS;B1500634100000;00032
SEU AMOR DE VOLTA (MESMO QUE ELE NÃO QUEIRA);B1900336500000;01071
SEU CAVALCANTI;B2400120700000;04246
SHOPTUDO;B2300045800000;02722
SIBILA NO TIJUCO;B2300484500000;03825
SILVIO;B2400081500000;04107
SILVIO;B2400081500000;04872
SIMONAL;B1800098700000;00733
SIMPLES PRAZERES;B2300136300000;00896
SIMPLESMENTE MINAS - SEGUNDA TEMPORADA;B2100201200000;1355
SINDICATO DO FOLCLORE BRASILEIRO;B2300006800000;02547
SINFONIA DE UM HOMEM COMUM;B2200243000000;02842
SINISTRO - UM RAP DE NIKITI;B2500011500000;04339
SIRON. TEMPO SOBRE TELA;B1900039300000;00940
SKATE A MAIS DE 100;B2200087500000;02833
SLOW UP;B2500329900000;04675
SMETAK - DO SILÊNCIO AO CAOS;B2200253100000;03150
SOB A VERDE NEBULOSA;B2300493100000;03230
SOB O OLHAR DO PADROEIRO;B1900579600000;02961
SOBRADINHO;B1800019400000;00347
SOBRE RODAS;B1800514700000;02029
SOBRE SONHOS E LIBERDADE;B2000187100000;02057
SOBREVIVENTES;B2400311400000;04801
SOBREVIVENTES;B2400311400000;1579
SOCIEDADE DE FERRO;B2400241900000;197072
SOCIEDADE DE FERRO;B2400241900000;207284
SOCIEDADE DO MEDO;B2200356700000;02650
SOCORRO, VIREI UMA GAROTA!;B1700524600000;1201
SOL;B2200065900000;00881
SOL ALEGRIA;B2000160000000;02141
SOL DA BAHIA;B2100110200000;1801
SOL EM DÓ RÉ MI;B2400236500000;03868
SOLDADO ESTRANGEIRO;B1900035900000;00792
SOLDADOS DA BORRACHA - OS HERÓIS ESQUECIDOS;B2000004600000;1553
SOLDADOS DO ARAGUAIA;B1700539800000;00838
SOLTEIRA QUASE SURTANDO;B2000040200000;03161
SOM DA RUA - TEMPORADA 3;B2100014600000;01822
SOM DA RUA - TEMPORADA 3;B2100014600000;01823
SOM EM CONSTRUÇÃO;B2400150700000;04453
SOM, SOL & SURF - SAQUAREMA;B1900053800000;01064
SOMBRAS SOBRE O CONTINENTE;B2300051800000;01888
SOMOS TÃO JOVENS;B1301773400000;0210040200
SONHADORES;B2000154700000;02179
SONHAR COM LEÕES;B2500163700000;04880
SONHO AMERICANO;B1800539200000;1466
SONHOS DE ABU;B1402850900000;00053
SONHOS DE ABU - SEGUNDA TEMPORADA;B1800506100000;1329
SONHOS E SAPATILHAS;B2400464600000;03873
SONS AFRICANOS;B1900372300000;1570
SONS BRASILIS;B2000375900000;02125
SONS DO CHORO;B2200024300000;02715
SOS FADA MANU;B1402778300000;00063
SOTAQUE ELÉTRICO;B1700603800000;00633
SOTAQUES - A BOSSA DA LÍNGUA PORTUGUESA NO BRASIL;B2300404300000;04037
SOU AMOR;B1700565600000;01099
SOU MODERNO SOU ÍNDIO;B2200066000000;02048
SPA DAS TARTARUGAS;B2400321000000;04376
SQUAT NA AMAZÔNIA;B1700129600000;011029
SR. JOSÉ RAMALHO;B2300529000000;04221
STELLA MODELS;B1900093700000;00630
STREET ROCK - TEMPORADA 1;B2400090500000;03968
SUBMERSOS;B1900429200000;1683
SUBTERRÂNEA;B2100366300000;02182
SUEÑO FLORIANÓPOLIS;B1800307200000;1191
SUJEITO OCULTO;B2000340700000;1993
SUPER FAMÍLIA;B1800287800000;001144
SUPER FIGHT - 1ª TEMPORADA;B1900340400000;02174
SUPER TINGA E ABELHA GIRL;B1800406000000;01109
SUPERPINA;B2500234100000;04670
SUPLICIUM;B2000211600000;1228
SUÇUARANA;B2400094500000;03057
SUÍTE MAGNÓLIA;B2300534900000;02945
SWINGUEIRA;B2100326700000;02646
SYSYPHUS;B2400312900000;04196
SÁ & GUARABYRA - A HISTÓRIA DO ROCK RURAL;B2400389900000;04281
SÃO PAULO MEU HUMOR;B1900246600000;1601
SÉRGIO RICARDO: UMA OUTRA HISTÓRIA DO CINEMA NOVO;B2300339000000;04108
SÉRIE C;B1600486300000;00153
SÉRIE MAR DE HISTÓRIAS;B1900035800000;1178
SÉRIE NATUREZA FORTE (SEGUNDA TEMPORADA);B2400320200000;04723
SÍLVIO SANTOS VEM AÍ;B2500295200000;4785
TABUH!;B1900197900000;00969
TADINHA;B1700014500000;00016
TAINÁ - A ORIGEM;B1301712200000;0212037600
TAINÁ E OS GUARDIÕES DA AMAZÔNIA;B1800609900000;1718
TAINÁ E OS GUARDIÕES DA AMAZÔNIA - EM BUSCA DA FLECHA AZUL;B2500399900000;5335
TAIS & TAIANE;B1800567100000;0013
TAIS & TAIANE;B1800567100000;0212027400
TAIS & TAIANE;B1800567100000;02224
TALVEZ UMA HISTÓRIA DE AMOR;B1800212800000;1592
TANTAS ALMAS;B2100148000000;02044
TAPUME;B1700291100000;00618
TAQUARAS, TAMBORES E VIOLAS;B1500428800000;00111
TAQUARAS, TAMBORES E VIOLAS - 2ª TEMPORADA;B1900278700000;00976
TARSILINHA;B2000065800000;00757
TATUAGEM;B1301947600000;0212037700
TAXITRAMAS;B1900057400000;964
TE SIGO;B2400359900000;03925
TEATROS NO BRASIL  CLAUDIO SANTORO - MEMÓRIAS DO MAESTRO E DO TEATRO EM VIDA;B1900072800000;02560
TEATROS NO BRASIL  TEATROS AMAZONAS - O FILHO OURO DA FLORESTA;B1900074000000;02562
TEATROS NO BRASIL CASTRO ALVES - O TEATRO E O HOMEM;B1900074100000;02561
TEATROS NO BRASIL SUDESTE MUNICIPAL - ENREDOS DA JÓIA CARIOCA;B1900121900000;02559
TEATROS NO BRASIL THEATRO SÃO PEDRO - SÍMBOLO DE ARTE E RESISTÊNCIA;B1900147000000;02572
TEIMOSIA DA IMAGINAÇÃO;B1201614100000;0210038400
TEKOAYHU - AMIZADE;B1900411500000;1652
TELA SOBRE TINTA;B1900537000000;02109
TELAS;B2300212800000;03467
TEM SAÍDA?;B2500309600000;03931
TEMPERO & ARTE - 2ª TEMPORADA;B2400230900000;04558
TEMPO DA TERRA;B1900397500000;02666
TEMPO DE DANÇA;B2400282800000;04027
TEMPO PRESENTE;B2000238900000;02705
TEMPORADA;B1800466100000;00920
TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA;B2200347700000;02074
TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA;B2200347700000;02234
TENHO FÉ;B2300141200000;9999
TEORIA DO ÍMPETO;B2100075400000;00664
TERAPIA DO MEDO;B1900439300000;00720
TERAPIA DO MEDO;B1900439300000;1195
TERCEIRO GOLEIRO;B2300563100000;04480
TERMINADORES;B1600058000000;00071
TERMINAL PRAIA GRANDE;B2000114300000;01841
TERRA BRASIL;B1700146700000;00376
TERRA DE CIGANOS;B2400278200000;02076
TERRA DE LUZ;B1600757300000;00478
TERRA PROMETIDA;B1600084700000;102410
TERRA PROMETIDA;B1600659200000;102410
TERRA VIVA;B2400090300000;03803
TERRAS QUE LIBERTAM - HISTÓRIAS DOS CUPERTINOS;B2100125800000;03297
TERRITÓRIOS;B1700218600000;00537
TERRITÓRIOS E GENTES - BAHIA, CORPO E ALMA;B2400249000000;03011
TERRITÓRIOS NEGROS;B2400124700000;03918
TESOURO NATTERER;B2300105700000;02847
TESOURO NATTERER;B2300105700000;1157
TESOUROS DO TAPAJÓS;B1900152800000;1181
TEU ARMÁRIO É SHOW;B2300352500000;02412
TEU MUNDO NÃO CABE NOS MEUS OLHOS;B1800124400000;1527
TEU MUNDO NÃO CABE NOS MEUS OLHOS;B1800124400000;1817
TEÓPHILO OTTONI - A REVOLUÇÃO;B2400389800000;04263
THE CLEANERS;B1800536000000;02038
THIAGO & ÍSIS E OS BIOMAS DO BRASIL;B2400521200000;04852
THIAGO & ÍSIS E OS SEGREDOS DO BRASIL;B2300114900000;03871
TIA VIRGÍNIA;B2300041800000;02711
TIMIDEZ;B2500008700000;04226
TINNITUS;B2100484600000;02454
TINNITUS;B2100484600000;02455
TINNITUS;B2100484600000;02691
TINNITUS;B2100484600000;03019
TINNITUS;B2100484600000;03614
TINTA BRUTA;B1800132900000;00986
TIO TOMMY - O HOMEM QUE FUNDOU A NEWSWEEK;B2000464200000;1681
TITE E MEG;B2500485000000;04138
TITO E OS PÁSSAROS;B1900029000000;00344
TOADA PARA JOSÉ SIQUEIRA;B2200181800000;02638
TOC - TRANSTORNADA, OBSESSIVA, COMPULSIVA;B1600604900000;00600
TODA FORMA DE AMOR;B1900241600000;01282
TODA MENINA BAIANA;B2100104400000;02776
TODA MENINA BAIANA - 2A TEMPORADA;B2200231900000;03006
TODA NOITE ESTAREI LÁ;B2300007600000;02655
TODAS AS MELODIAS;B2100016700000;01918
TODO DIA É DIA DE FEIRA;B2300190300000;227043
TODO MUNDO (AINDA) TEM PROBLEMAS SEXUAIS;B2400098000000;02515
TODO MUNDO (AINDA) TEM PROBLEMAS SEXUAIS;B2400098000000;04945
TODO MUNDO É FILHO DE SANTO;B2300001300000;02699
TODOS OS BRASILEIROS NO MUNDO;B1402070700000;0211022300
TODOS OS INSCRITOS DE NESS;B2200343200000;03432
TODOS OS MORTOS;B2000436400000;02262
TODOS OS MORTOS;B2000436400000;02660
TODOS OS PAULOS DO MUNDO;B1800029300000;1326
TODOS OS SANTOS;B1700116800000;00105
TODOS OS SONHOS;B2300099400000;02881
TOPO;B2400290800000;03943
TORDESILHAS;B1500071200000;0213003200
TORDESILHAS -1A TEMPORADA;B1600582300000;0213003200
TORI, A DETETIVE;B1500542700000;004540
TORI, A DETETIVE;B1800078700000;1316
TORNIQUETE;B2500166000000;04412
TORQUATO  IMAGEM DA INCOMPLETUDE;B2000123000000;01992
TORRE DAS DONZELAS;B1800504700000;00414
TOTOTÓS CANOAS DO RIO SERGIPE;B2100141600000;00967
TPM! MEU AMOR;B2300303300000;03257
TRABALHAR PRA QUEM?;B1700253900000;00510
TRABALHO DE GEOGRAFIA;B2400041500000;03438
TRADIÇÕES AMAZÔNIA ATLÂNTICA;B2400097900000;02226
TRAGO A PESSOA AMADA;B2400288800000;03837
TRAIÇÃO ENTRE AMIGAS;B2500480600000;5196
TRANSAMAZÔNICA UTOPIAS NA SELVA;B2000253600000;00242
TRANSAMAZÔNICA UTOPIAS NA SELVA;B2000253600000;02563
TRANSEUNTE;B1101425400000;0211017600
TRANSGENTE;B1900229700000;1503
TRANSMUTAÇÃO - UMA CONVERSA SOBRE O PRAZER FEMININO;B2400338500000;03932
TRANSPLANTES - UMA SEGUNDA CHANCE;B1900165300000;1535
TRANSVIAR;B1800595700000;01080
TRAVESSIA;B1900337100000;01085
TRAVESSIA;B2200351600000;01879
TRAVESSIA DE OLHARES;B1700107600000;00514
TRAVESSIA INKA  O SEGREDO DOS ANDES;B2500076600000;04420
TRAVESSIAS;B2200405900000;2134
TRAVESSIAS NEGRAS;B1700301000000;00538
TRAVESSURAS;B1700339800000;00482
TRAÇOS, TRAJETOS E TRAVESSIAS - ARTES VISUAIS EM FORTALEZA VOL. 1;B2500067500000;03187
TREME TERRA;B2600001800000;03262
TRIBALISTAS - O BAÚ DA HORA FÉRTIL;B2500537600000;04592
TRINDADE NORDESTINA;B2400089900000;2890
TRINDADE NORDESTINA;B2400089900000;3246
TRINTA;B1402332500000;0212029100
TRINTA POVOS;B2000129200000;01951
TRIÂNGULO DAS BERMUDAS;B2500290100000;03578
TROMBA TREM - 2ª TEMPORADA;B1402155200000;0213002100
TROMBA TREM - 3ª TEMPORADA;B1600314000000;00306
TROMBA TREM - O FILME;B2100536000000;02164
TROMBA TREM - O FILME;B2100536000000;1566
TROMBA TREM - O FILME;B2100536000000;1734
TROMBA TREM - O FILME;B2100536000000;1763
TRONIK;B2300322500000;03662
TROPA TROCO;B2500031100000;03663
TRÁGICAS;B2400115300000;04665
TRÊS TIGRES TRISTES;B2200349500000;03206
TRÊS VERÕES;B1900410500000;939
TRÊS VIDAS E UM SONHO;B2100024000000;02538
TUCA, O MESTRE CUCA;B2000453400000;01952
TUDO ACABA EM FESTA;B1800410600000;00444
TUDO O QUE VOCÊ PODIA SER;B2300139700000;03952
TUDO O QUE VOCÊ PODIA SER;B2300139700000;04748
TUDO POR UM POP STAR;B1800285700000;1468
TUDO POR UM POP STAR;B1800285700000;1526
TUDO POR UM POP STAR;B1800285700000;1625
TUDO QUE APRENDEMOS JUNTOS;B1500150200000;0212025700
TUDO É PROJETO;B1700477000000;1580
TUIGA  - 2ª TEMPORADA;B2400454300000;05100
TUIGA - 1ª TEMPORADA;B1900439600000;02188
TUNADAS;B1800559700000;00891
TURISTA APRENDIZ;B2200424900000;02338
TURMA 33B - PILOTO;B1900266700000;00871
TURMA 5B;B1800217200000;00978
TURMA DA HARMONIA - EPISÓDIO PILOTO;B1500577500000;00139
TURMA DA MÔNICA - LAÇOS;B1900235500000;02222
TURMA DA MÔNICA JOVEM - REFLEXOS DO MEDO;B2400008800000;4269
TURMA DO XAXADO;B1500018900000;0212049800
TÁ NA HORA DE BRINCAR;B1700127900000;00476
TÁ NO SANGUE - OS FAGUNDES;B1600193400000;00401
TÁ PUXADO;B2000111500000;02599
TÔ RYCA!;B1600043800000;00390
TÔ RYCA! 2;B2200003500000;02410
TÔ RYCA! 2;B2200003500000;02411
TÔ RYCA! 2;B2200003500000;02980
UAKTI;B2300223600000;02319
UBUNTU - A PARTILHA QUILOMBOLA;B2000418400000;02333
ULTRA BEBÊ;B1800126200000;1304
UM ANIMAL AMARELO;B1900623600000;00892
UM BAIANO CHAMADO HANSEN;B2200252300000;02886
UM BOM VIZINHO;B2300549000000;4217
UM BROTO LEGAL;B2200154200000;01287
UM BROTO LEGAL;B2200154200000;02141
UM BROTO LEGAL;B2200154200000;02176
UM CARNAVAL EM CADA ESQUINA;B2400288600000;04144
UM CASAL INSEPARÁVEL;B2100278800000;03224
UM CONTO EM CADA PONTO;B1700469000000;00539
UM DIA COM JERUSA;B2000402100000;02024
UM DIA PARA SUSANA;B1800552500000;1564
UM DIA QUALQUER;B1900486900000;02018
UM DOMINGO DE 53 HORAS;B2100007000000;2902
UM FILME DE CINEMA;B1500408100000;0212019500
UM FILME DE CINEMA;B1600718700000;00546
UM FILME DE VERÃO;B2000151600000;01884
UM FILME PARA BEATRICE;B2400258900000;04121
UM HOMEM SÓ;B1402301100000;0211019400
UM LOBO ENTRE OS CISNES;B2400495700000;04227
UM LOBO ENTRE OS CISNES;B2400495700000;04789
UM LUGAR NO MUNDO: CHUÍ;B2400109700000;03884
UM LUGAR PARA CHAMAR DE C. E. U.;B1700030900000;00505
UM LUGAR PARA SENTIR;B2000173300000;01183
UM MARANHENSE CHAMADO JOSÉ RIBAMAR;B1600766600000;00437
UM OLHAR ESTRANGEIRO DA  ARTE BRASILEIRA - POR MARC POTTIER;B2500086800000;04424
UM OLHAR INQUIETO - O CINEMA DE JORGE BODANZKY;B2400325800000;02778
UM PAI EM APUROS;B2500532900000;04844
UM PAI EM APUROS;B2500532900000;05319
UM PAI EM APUROS;B2500532900000;05320
UM PEIXE PARA DOIS;B1900397800000;1245
UM SAMURAI EM SÃO PAULO;B2200210800000;02607
UM SAMURAI EM SÃO PAULO;B2200210800000;03940
UM TAKE UM SOM - 2ª TEMPORADA;B2200185900000;02478
UM TIO QUASE PERFEITO;B1700177700000;00859
UM TIO QUASE PERFEITO 2;B2000513600000;03088
UMA ADVOGADA BRILHANTE;B2400338200000;4668
UMA ADVOGADA BRILHANTE;B2400338200000;4795
UMA BALEIA PODE SER DILACERADA COMO UMA ESCOLA DE SAMBA;B2400164100000;04135
UMA BAÍA;B1900272800000;00324
UMA CARTA PARA PAPAI NOEL;B2300465800000;02946
UMA CARTA PARA PAPAI NOEL;B2300465800000;04798
UMA FADA VEIO ME VISITAR;B2300402000000;04344
UMA GAROTA CHAMADA MARINA;B1900525000000;1691
UMA HISTÓRIA DA MÍDIA;B2400055700000;04166
UMA HISTÓRIA DE AMOR E FÚRIA;B1201580500000;0210012900
UMA HISTÓRIA DE AMOR E FÚRIA;B1201580500000;0211027600
UMA HISTÓRIA DE AMOR E FÚRIA;B1201580500000;0212040100
UMA LOUCURA DE MULHER;B1600305700000;00312
UMA MULHER SEM FILTRO;B2500146300000;04251
UMA MULHER SEM FILTRO;B2500146300000;05190
UMA MULHER SEM FILTRO;B2500146300000;05342
UMA MULHER, UMA ALDEIA;B2000048800000;01805
UMA NOITE NÃO É NADA;B1800206400000;00058
UMA NOITE NÃO É NADA;B1800206400000;00408
UMA PITADA DE SORTE;B1800580500000;1205
UMA PITADA DE SORTE;B1800580500000;1521
UMA VIAGEM INESPERADA;B1800215300000;1642
UMBANDA - BRASIL EM TRANSE;B2400188000000;04356
UNICÓRNIO;B1700501700000;00868
UNIDADE BÁSICA;B1600467400000;0213010400
UNIDRAMA;B2500030400000;01839
UNIÃO SETE FLEXAS;B2500294000000;04805
URSA;B2300035300000;02341
UTOPIA BRASIL;B1900584500000;00901
UTOPIA TROPICAL;B2300363900000;04527
UTOPIAS PEREGRINAS;B2400314800000;04358
VAI CORINTHIANS!;B2300008500000;03008
VAI MELHORAR;B2000112100000;02867
VAI QUE DÁ CERTO;B1301733000000;0210069200
VAI QUE DÁ CERTO 2;B1500870400000;00317
VAI TER TROCO;B2300120800000;02440
VAI TER TROCO;B2300120800000;04436
VALE NIGHT;B2200040500000;03787
VALENTINA;B2000461200000;02016
VALENTINA;B2400375300000;03428
VAMOS ACABAR COM O MONSTRO;B1700424300000;00490
VAN BORA!;B1402431800000;0213006700
VAN FILOSOFIA;B2400081200000;03297
VANJA ORICO, AO ARREPIO DO TEMPO;B2400285100000;02952
VANJA ORICO, AO ARREPIO DO TEMPO;B2400285100000;1219
VAZANTE;B1700051600000;0213004400
VEIAS ABERTAS;B2500149500000;04222
VELEIRO ECO, NASCE UM PESQUISADOR;B2500197300000;02462
VELHAS AMIGAS;B1700525900000;391
VELHO CHICO, A ALMA DO POVO XOKÓ;B2300486300000;04385
VELHOS BANDIDOS;B2600027400000;5681
VELHOS BANDIDOS;B2600027400000;5687
VENDO OU ALUGO;B1301769500000;0213005700
VENEZA;B1900454200000;02591
VENEZA;B1900454200000;03117
VENTO NA FRONTEIRA;B2100315800000;02639
VENTO SECO;B2000473600000;02408
VENTO SUL;B1700116700000;00528
VENTOS DO BRASIL;B2400444100000;03969
VENTOS QUE SOPRAM - PARÁ;B2100153600000;02347
VENTOS QUE SOPRAM MARANHÃO;B2100262000000;02348
VERDE OLIVA;B2500227900000;04463
VEREDAS DO BRASIL - ESTRADA REAL E SEUS OFÍCIOS;B1900448000000;00900
VERLUST;B1900468100000;00791
VERMELHO MONET;B2300276400000;02540
VERMELHO MONET;B2300276400000;03021
VERMELHO RUSSO;B1600564100000;00273
VERMELHO SOL;B1800458600000;1513
VERMELHO SOL;B1800458600000;2212
VERONA;B2000292200000;02163
VESTÍGIOS DO BRASIL;B1900263600000;01909
VIA PÚBLICA;B2000477400000;02894
VIAGEM AO CRISTALINO;B2400193900000;04364
VIAGEM DE BOLSO;B1800402700000;00448
VIDA DE ARTISTA;B2400019000000;04654
VIDA DE ESTAGIÁRIO - 2ª TEMPORADA;B1500769700000;00091
VIDA DE ORQUESTRA;B2200426400000;03595
VIDA FLUXO;B1700158700000;00527
VIDA FLUXO - SEGUNDA TEMPORADA;B2400444200000;04649
VIDA LONGEVA;B2400042700000;04134
VIDA, PAIXÃO E MORTE DE PADRE CÍCERO (PILOTO);B1900149500000;00830
VIDAS DESCARTÁVEIS;B2300135700000;04676
VIDAS ROUBADAS - A SAGA DE ISABELLA;B2400113700000;03955
VILA HAITI;B2000059900000;01288
VILA MARIOTE;B1900590100000;01886
VILLA-LOBOS EM PARIS;B2300334800000;03987
VINCENT ROSENBLATT – ANTROPOLOGIA VISUAL CONTEMPORÂNEA;B2600007500000;04570
VINDE VÊNUS;B2400071900000;03893
VINHOS.BR;B1900086700000;1348
VINHOS.BR - TEMPORADA 2;B2400444400000;05077
VIOLADAS E SEGREGADAS;B2400411800000;03894
VIRANDO A PAGINA;B1900211400000;00308
VIRANDO O JOGO;B2400371700000;04627
VIRANDO O JOGO;B2500433000000;04761
VIRAR MAR;B2200073700000;02943
VIRGÍNIA E ADELAIDE;B2500067700000;05151
VIRTUDE;B2400004500000;03967
VISCERAL BRASIL - AS VEIAS ABERTAS DA MÚSICA;B1402123800000;0213019700
VISCERAL BRASIL, AS VEIAS ABERTAS DA MÚSICA - 2A TEMPORADA;B1700584400000;01111
VISTO PARA AMAR;B2500075300000;03843
VIVA A VIDA;B2400235900000;04313
VIVER DO RISO;B1800485500000;1782
VIVER DO RISO (VERSAO 2019);B1900122000000;1782
VIVER O MAR - CONSERVAÇÃO E TRANSFORMAÇÃO;B2600013000000;05135
VIVIR ALLÍ NO ES EL INFIERNO ES EL FUEGO DEL DESIERTO.LA PLENITUD DE LA VIDA QUEDÓ AHÍ COMO UN ÁRBOL;B1900322000000;1760
VIZINHOS;B2200458400000;02565
VLAVIANOS, O IMPULSO E RAZÃO;B2500015800000;04509
VOU NADAR ATÉ VOCÊ;B1900380000000;00435
VOZ DA PELE;B2400004700000;03934
VOZ DE MULHER;B2400347200000;04154
VOZ GUIA;B2600015300000;04708
VOZES NA SUA CABEÇA;B2500499200000;05561
VUDU DELIVERY;B2500200100000;04302
VUDU DELIVERY;B2500200100000;04787
VÊNIA;B2500498400000;04839
WAR LOVE - AMORES DE GUERRA;B2300023600000;02717
WATORIKI;B2400379300000;04072
WERNER E OS MORTOS;B1700140400000;00293
WIGUDUN - ALMA DE DOIS ESPÍRITOS;B2400259800000;04345
WORK IN PROGRESS - POR DENTRO DA OSESP;B1800320300000;1702
WORK IN PROGRESS – POR DENTRO DO BALÉ DA CIDADE DE SÃO PAULO;B1600117100000;00299
X-CORAÇÃO;B1402440900000;02130026
XADALU E O JAGUARETÊ;B1800454800000;00848
XAVANTE - O POVO DO SOL NASCENTE;B1700574300000;01089
XINGU;B1201547400000;0211019200
XINÃ BENA BEISIKIT XARABU;B1800236100000;1276
XODÓ JUNINO;B2400051800000;04085
YAATHÊ - NOSSA FALA;B2500019600000;04994
YBY YARA- TERRA DO CONHECIMENTO;B2200291800000;02971
YONLU;B1700424500000;00735
YOU TUBERS;B2000337200000;03135
Z4;B1800337400000;02214
ZAFARI;B2400445200000;04692
ZAFARI;B2400445200000;04726
ZAMA;B1700480900000;00237
ZAMA;B1700480900000;01159
ZANA - O FILHO DA MATA;B1800612200000;01831
ZANINE SER DO ARQUITETAR;B1600095100000;00313
ZICA E OS CAMALEÕES - SEGUNDA TEMPORADA;B1600543200000;00275
ZIRALDO - ERA UMA VEZ UM MENINO...;B2200158100000;02447
ZONA ÁRIDA;B2000259000000;03162
ZOOM;B1600036800000;00255
ZOOPEDIA;B2200324500000;02854
ZORA CURIOSA;B1700266600000;00513
ZUZA, O HOMEM DE JAZZ;B1900166800000;01950
ZÉ;B2300011000000;02575
ZÉ;B2300011000000;03800
ZÉLIA. MEMÓRIAS E SAUDADES.;B2300214200000;02960
[DES]IGUAIS;B1700361400000;00550
À BEIRA DO CAMINHO;B1201605900000;0212042001
À BRASILEIRA;B1800151400000;00371
À MARGEM DO OURO;B2300353100000;04056
À MESA;B2300445300000;02809
À MODA DA CASA;B1500731600000;00305
À QUEIMA ROUPA;B1402145600000;0212050200
ÀKÀRÀ NO FOGO DA INTOLERÂNCIA;B2000221100000;02612
ÁFRICA DA SORTE;B1700447300000;00469
ÁGUA DE PLANTAR;B1900526700000;02318
ÁGUA: OS SETE PECADOS CAPITAIS;B2400015500000;04063
ÁGUAS SELVAGENS;B1900245500000;01917
ÁGUAS SELVAGENS;B1900245500000;1568
ÁGUASP;B2400432800000;04637
ÁRIA;B2300286800000;03788
ÁRVORE DOS ARAÚJOS;B1800496300000;01108
É ASSIM QUE EU VOU;B2400092600000;4053
É TUDO PARENTE;B2500249300000;03528
ÉDEN;B1301945900000;0212027700
ÊXTASE;B1900576700000;1383
ÍNDIO PRESENTE;B1700262700000;00545
ÍNDIOS NO BRASIL;B1700112800000;00473
Ó PAÍ, Ó 2;B2300472200000;03310
Ó PAÍ, Ó 2;B2300472200000;04882
ÓRFÃOS DO ELDORADO;B1500672000000;00046
ÔMICRON;B1700606000000;00301
ÚLTIMA CIDADE;B2000284300000;02159
