TITULO_ORIGINAL;CPB;NUMERO_SALIC
SAMBALANÇO - A BOSSA QUE DANÇA;B2000096400000;150571
SAMBANDO NAS BRASAS, MORÔ?;B0500442900000;049003
SAMUEL E A LUZ;B2400253400000;180029
SAMUEL WAINER;B2600005100000;180247
SANEAMENTO BÁSICO, O FILME;B0700696000000;050107
SANGUE AZUL;B1402237400000;090377
SANGUE NOS OLHOS;B1600131300000;140270
SANTINO;B2300490400000;180581
SANTINO E O BILHETE PREMIADO;B1600751200000;160475
SANTO AMARO ERA SKATISTA;B1700499500000;160103
SANTO FORTE;B1500593700000;130084
SANTOS DE TODOS OS GOLS;B1900147200000;120305
SANTOS DUMONT;B1900373100000;160687
SANTOS, 100 ANOS DE FUTEBOL ARTE;B1201554700000;110168
SARAH - MENINA DE OURO;B1600385400000;150658
SAUDADE;B1700508700000;150606
SAUDADE;B1700508700000;170311
SAUDOSA MALOCA;B2300551000000;150529
SAÚDE S.A.;B1500683800000;125701
SAÚDE À VONTADE;B1500743200000;140490
SAÚDE À VONTADE - VERSÃO REDUZIDA;B1500765400000;140490
SE A VIDA COMEÇASSE AGORA;B2500039100000;110183
SE AVEXE NÃO;B2400058600000;207441
SE DEUS VIER QUE VENHA ARMADO;B1402133100000;090262
SE ESSA ROUPA FOSSE MINHA;B1900337200000;180240
SE EU CONTAR, VOCÊ ESCUTA ?;B2200154700000;160415
SE EU FOSSE VOCÊ;B0500433200000;040224
SE EU FOSSE VOCÊ 2;B0800958700000;070322
SE EU FOSSE VOCÊ: A SÉRIE - 1ª TEMPORADA;B1301974300000;120195
SE EU FOSSE VOCÊ: A SÉRIE - 2ª TEMPORADA;B1500478900000;140257
SE PUDER...DIRIJA!;B1301917000000;100602
SEBASTIANA QUEBRA-GALHO;B1700030100000;140219
SEBASTIANA QUEBRA-GALHO 2A TEMPORADA;B1800043400000;150640
SECA;B1500251700000;070301
SEDE DE JUSTIÇA;B2400382900000;200072
SEGREDOS;B2400348600000;230595
SEGREDOS DA TRIBO;B1201698400000;050244
SEGREDOS DO PUTUMAYO;B2100339600000;150618
SEGUE O BAILE;B2400363500000;220342
SEGUNDO TEMPO;B1900417800000;130232
SEGURANÇA NACIONAL;B1001182000000;040156
SEGURANÇA NO TRÂNSITO;B2600100500000;240359
SEGURANÇA NO TRÂNSITO 2 -  O BRASIL EM MOVIMENTO;B2600103000000;250287
SEJA O QUE DEUS QUISER;B0200000400000;000327
SEJA O QUE DEUS QUISER;B0200000400000;023734
SELEÇÃO BRASILEIRA - PAIXÃO DE UM POVO;B1402127100000;130056
SELVAGEM;B1900331000000;160573
SELVAGEM;B2000097600000;170177
SEM BLOQUEIO;B2200343100000;210345
SEM BLOQUEIO - 2ª TEMPORADA;B2300351600000;230090
SEM BLOQUEIO - TERCEIRA TEMPORADA;B2400287900000;240147
SEM CONTROLE;B0700778100000;030193
SEM LIMITES;B1201679700000;090310
SEM MAQUIAGEM;B2000462400000;160556
SEM PAI NEM MÃE;B2500412200000;120515
SEM PENA;B1402173200000;100354
SEM RASTRO - 3ª TEMPORADA;B1900555000000;180951
SEM VOLTA;B1600739400000;130349
SEMENTES DO NOSSO QUINTAL;B1301754000000;090171
SENHORES DO VENTO;B0901001900000;050158
SENNINHA NA PISTA MALUCA;B1800346000000;160799
SENNINHA NA PISTA MALUCA - 3ª TEMPORADA;B2500381300000;200116
SENNINHA NA PISTA MALUCA - SEGUNDA TEMPORADA;B2000102100000;180288
SEPARAÇÕES;B0500255100000;000415
SEPULTURA;B1402182800000;100119
SEQUESTRO;B1101397900000;050408
SEQUESTRO;B1600251100000;150552
SEQUESTRO RELÂMPAGO;B1800126800000;160197
SERGIO BRITTO O MESTRE DOS PALCOS;B1600509900000;130134
SERIAL KELLY;B1900583000000;150110
SERRA PELADA;B1301836900000;060299
SERRA PELADA;B1301969600000;100030
SERRAS DA DESORDEM;B0600470800000;023647
SETE VIDAS EM 7 CORDAS;B1500634100000;140062
SETENTA;B1402151100000;120288
SEXA;B2500424100000;210157
SEXO E DESTINO;B2600107500000;220767
SEXO NO SOFÁ;B1201638400000;110313
SEXO, AMOR E TRAIÇÃO;B0400050100000;023931
SHOW DO KIBE;B1500037300000;130553
SHOW DO KIBE - 2ª TEMPORADA;B1600388200000;150736
SILVIO;B2400081500000;180725
SILÊNCIO NO ESTÚDIO;B1700602500000;140351
SIMONAL;B1800098700000;140266
SINFONIA DE UM HOMEM COMUM;B2200243000000;190283
SINGULARES;B2400131800000;220737
SITIO DO PICAPAU AMARELO;B1101527700000;100240
SITIO DO PICAPAU AMARELO - SEGUNDA TEMPORADA;B1301868100000;120458
SITIO DO PICAPAU AMARELO - TERCEIRA TEMPORADA;B1500264500000;130499
SKATE NAS PERIFERIAS;B2400158700000;210071
SKATE NO ESCURO;B2400165400000;220299
SKATE PRA SEMPRE;B2400278100000;230260
SLAM: VOZ DE LEVANTE;B1800250800000;140449
SMART CITIES - AS CIDADES DO FUTURO;B2600004600000;170357
SOB A VERDE NEBULOSA;B2300493100000;210048
SOB O VÉU DA VIDA OCEÂNICA;B1700337400000;160526
SOB PRESSÃO;B1600685000000;150478
SOB PRESSÃO;B1700336900000;170170
SOB PRESSÃO - 2ª TEMPORADA;B1800465300000;180173
SOB PRESSÃO - 3ªTEMPORADA;B1900169300000;180570
SOBERANO - SEIS VEZES SÃO PAULO;B1001271700000;090166
SOBRAL;B1201682600000;050065
SOBRE ESSA PELE;B2400339900000;230829
SOBRE ESSA PELE 2ª TEMPORADA;B2500525600000;241166
SOBRE RIOS E CÓRREGOS;B1101395700000;030142
SOBRE RODAS AMÉRICA LATINA;B1301944600000;120069
SOBREVIVENTES;B2400311400000;220011
SOBREVIVI AO HOLOCAUSTO;B1402202200000;110018
SOBREVIVÊNCIA EXTREMA;B2400008900000;190220
SOCIEDADE DA VIRTUDE - 1ª TEMPORADA;B2600043100000;241244
SOCIEDADE DE FERRO;B2400241900000;160771
SOCIEDADE DO CANSAÇO;B2100359600000;200024
SOCIEDADES DIGITAIS;B2300564700000;222857
SOCIEDADES MATRIARCAIS;B2300328500000;200093
SOCORRO, VIREI UMA GAROTA!;B1700524600000;140245
SOCORRO, VIREI UMA GAROTA!;B1700524600000;150555
SOL;B2200065900000;140251
SOLDADOS DA BORRACHA - OS HERÓIS ESQUECIDOS;B2000004600000;140027
SOLIDÃO E FÉ;B1001324700000;060167
SOLO;B2500234000000;140339
SOLTEIRA QUASE SURTANDO;B2000040200000;160029
SOLUÇÕES PARA O TRÂNSITO;B1001153800000;070254
SOM DA RUA - 1ª TEMPORADA;B0600474800000;024031
SOM NA RURAL- INDO E VOLTANDO - EXPEDIÇÃO 10 ANOS;B2500148100000;04513
SOM SERTANEJO;B2400245800000;220325
SOMOS TÃO JOVENS;B1301773400000;050255
SONHADORES;B1600403500000;160053
SONHOS DE ABU;B1402850900000;130103
SONHOS E DESEJOS;B0600535300000;024109
SONHOS ROUBADOS;B1001160300000;050429
SONHOS TROPICAIS;B0300029800000;962404
SOPRO, XINGU, CARIRI, CARUARU, CARIOCA;B2000050600000;187308
SORRIA, VOCÊ ESTA NA BARRA.;B1301808000000;070202
SOS FADA MANU;B1402778300000;130539
SOS FADA MANU (QUARTA TEMPORADA);B1900271600000;170711
SOS FADA MANU (SEGUNDA TEMPORADA);B1600512600000;150005
SOS FADA MANU (TERCEIRA TEMPORADA);B1800210700000;160845
SOS PÉ NA BUNDA;B1402278100000;140071
SOUND-À-PORTER;B1600326400000;140467
SOUNDTRACK;B1700275000000;120278
SOY CUBA, O MAMUTE SIBERIANO;B0400146400000;030233
SOY CUBA, O MAMUTE SIBERIANO;B0400146400000;049009
STAND UP MINHA VIDA É UMA PIADA;B2300364700000;220836
STORIES DA MANSÃO;B2400191100000;200092
SUBMERSOS;B1900429200000;170029
SUBSOLO;B2200166200000;170277
SUBSOLO UNDERGROUND;B1700012400000;040296
SUBSOLOS;B1500542600000;138730
SUEÑO FLORIANÓPOLIS;B1800307200000;139091
SUEÑO FLORIANÓPOLIS;B1800307200000;140527
SUJEITO OCULTO;B2000340700000;170157
SUKATA O MUSICAL;B2500437600000;210107
SUPER NADA;B1101521000000;090507
SUPERPAI;B1500091200000;120438
SURDES;B2300338900000;210064
SURF ADVENTURES;B0500377900000;993333
SURF ADVENTURES 2 - A BUSCA CONTINUA;B0900993400000;050305
SURF NO ALEMÃO;B1600536100000;140389
SURFAR É COISA DE RICO;B1500071300000;120342
SURFE SOCIAL CLUBE;B2400314900000;220313
SUS;B2400475600000;220022
SÃO PAULO COMPANHIA DE DANÇA;B1201686200000;090119
SÃO PAULO EM HI-FI;B1600337700000;140281
SÃO PAULO NAS ALTURAS;B1700354000000;150310
SÃO PAULO SOB ATAQUE;B1001330600000;080672
SÃO SILVESTRE;B1301963900000;100200
SÉRGIO CABRAL - A CARA DO RIO;B0800893100000;070239
SÉRIE SAÚDE - ESPECIAIS MÉDICOS;B1101430400000;090517
SÍLVIO SANTOS VEM AÍ;B2500295200000;180369
SÓ DEZ POR CENTO É MENTIRA;B0901101600000;050457
SÓLO DIOS SABE;B0600587800000;030267
TABU;B1201639800000;109059
TADINHA;B1700014500000;120441
TAINÁ - A ORIGEM;B1301712200000;040288
TAINÁ 2 - A AVENTURA CONTINUA;B0400129900000;013660
TAINÁ E OS GUARDIÕES DA AMAZÔNIA;B1800609900000;130530
TAINÁ E OS GUARDIÕES DA AMAZÔNIA - 2ª TEMPORADA;B2400082100000;160260
TAINÁ E OS GUARDIÕES DA AMAZÔNIA - EM BUSCA DA FLECHA AZUL;B2500399900000;190423
TAIS & TAIANE;B1800567100000;100625
TALENTOS A MAIS;B1600006200000;140253
TALVEZ UMA HISTÓRIA DE AMOR;B1800212800000;130339
TANCREDO NEVES - MENSAGEIRO DA LIBERDADE;B0500303900000;050032
TAPETE VERMELHO;B0500438700000;011954
TARSILINHA;B2000065800000;070508
TARTARUGAS MARINHAS: SOBREVIVENTES EM EXTINÇÃO;B0500299800000;030307
TATUAGEM;B1301947600000;080636
TAÇA DO MUNDO É NOSSA - CASSETA E PLANETA O FILME, A;B0300041500000;000402
TCNC TE CONTO NO CAMINHO - 2º TEMPORADA;B2500298500000;190419
TE CONTO NO CAMINHO;B1900400900000;180356
TE ENCONTRO NO TOPO!;B2400086200000;220281
TEATRO UMA JANELA PARA A VIDA;B2100518800000;180307
TECA E TUTI: UMA NOITE NA BIBLIOTECA;B2300170000000;070459
TEMPERO & ARTE;B1800115400000;170074
TEMPERO & ARTE - 2ª TEMPORADA;B2400230900000;170611
TEMPO DE BOLA;B1800118200000;170266
TEMPO RUY;B2300176900000;210191
TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA;B2200347700000;160267
TEMPOS DE PAZ;B0901022100000;080030
TENHO FÉ;B2300141200000;220427
TENTAÇÕES DO IRMÃO SEBASTIÃO, AS;B0500256500000;983507
TERAPIA DO MEDO;B1900439300000;060137
TERAPIA DO MEDO;B1900439300000;130402
TERMINADORES;B1600058000000;140240
TERRA DEU, TERRA COME;B1001298600000;080469
TERRA PROMETIDA;B1600084700000;100444
TERRA PROMETIDA;B1600659200000;100444
TERRA VERMELHA;B0800932600000;070243
TERRAS;B1001162900000;070310
TERRAS TROPICAIS;B2000473500000;180395
TERRITÓRIO ANTÁRTICO;B2200370700000;210046
TERRORES URBANOS;B1800403500000;160623
TESTEMUNHA 4;B1201659300000;100417
TEU MUNDO NÃO CABE NOS MEUS OLHOS;B1800124400000;140052
THIAGO & ÍSIS E OS BIOMAS DO BRASIL;B2400521200000;230091
TIETA DO AGRESTE;B0500263900000;940323
TIM LOPES - HISTÓRIAS DE ARCANJO;B1402168700000;110256
TIM MAIA;B1402280500000;110182
TIME DE FÁBRICA;B2100115400000;180320
TITO E OS PÁSSAROS;B1900029000000;120298
TITÃS - A VIDA ATÉ PARECE UMA FESTA;B0800925800000;040039
TOC - TRANSTORNADA, OBSESSIVA, COMPULSIVA;B1600604900000;130422
TODAS AS CANÇÕES DE AMOR;B1800387000000;160358
TODAS AS MANHÃS DO MUNDO;B1500654700000;130419
TODAS AS MANHÃS DO MUNDO;B1600625200000;130444
TODO DIA É DIA DE FEIRA;B2300190300000;207001
TODO MUNDO (AINDA) TEM PROBLEMAS SEXUAIS;B2400098000000;177402
TODO MUNDO (AINDA) TEM PROBLEMAS SEXUAIS;B2400098000000;237091
TODO MUNDO TEM PROBLEMAS SEXUAIS;B0901098400000;050236
TODO PODEROSO: O FILME - 100 ANOS DE TIMÃO;B1001251100000;090414
TODOS;B1700498000000;130432
TODOS OS BRASILEIROS NO MUNDO;B1402070700000;120041
TODOS OS MORTOS;B2000436400000;130141
TODOS OS PAULOS DO MUNDO;B1800029300000;170093
TOP 5 RICHARD RASMUSSEN - 2ª TEMPORADA;B1500726100000;150235
TOP COMBATS;B2500385200000;200087
TOPOGRAFIA DE UM DESNUDO;B0901039400000;030029
TORDESILHAS;B1500071200000;120032
TORNIQUETE;B2500166000000;210266
TORRE DAS DONZELAS;B1800504700000;130325
TOTALMENTE INOCENTES;B1201593600000;100117
TPM! MEU AMOR;B2300303300000;180996
TRABALHAR CANSA;B1101426200000;080123
TRABALHO DURO;B1402822600000;130042
TRAGO COMIGO;B1500269700000;120222
TRAGO SEU AMOR;B2600078900000;210227
TRAIR E COÇAR É SÓ COMEÇAR;B0600552000000;050239
TRAIÇÃO;B0500307600000;921012
TRAIÇÃO ENTRE AMIGAS;B2500480600000;230163
TRANSAMAZÔNICA - UMA ESTRADA PARA O PASSADO;B1900345500000;150447
TRANSEUNTE;B1101425400000;080495
TRANSMUSICAL;B2300214300000;210181
TRANSVERSAL DO TEMPO;B1900590800000;160302
TRAPALHÃO E A LUZ AZUL, O;B0500336400000;973153
TRASH;B1402294200000;130321
TRAVESSIA;B1600068000000;140252
TRAVESSIA DA VIDA;B1500496900000;011877
TRAVESSIA DO ESCURO;B1500497000000;011877
TRAVESSIA DO TEMPO;B1500496800000;011877
TRAVESSIAS;B1500754900000;130078
TRAVESSIAS DESIGUAIS;B2500321600000;230563
TRIBUTO A NELSON GONÇALVES;B0300006100000;984664
TRINTA;B1402332500000;090075
TRIUNFO;B1402189700000;100305
TROCA DE ESTILOS - 3ª TEMPORADA;B1800358100000;170005
TRONCO, O;B0600450400000;960521
TROPA DE ELITE;B0700759000000;040238
TROPA DE ELITE 2;B1001296000000;090331
TROPICALIA;B1201600900000;080119
TROPYKAOS;B1700025700000;140152
TRÊS CHAPADAS E UM BALÃO;B0600554700000;962438
TRÊS REIS;B2300346100000;230148
TRÍADE;B1402505600000;060352
TU CASA ES MI CASA;B1700603000000;160066
TUBARÃO LIMÃO;B1402092200000;040326
TUCA ESPECIAL DIA DAS BRUXAS - UMA NOITE ARREPIANTE -  ANIMAÇÃO;B2200066200000;180971
TUCA, O MESTRE CUCA;B2000453400000;170259
TUCA, O MESTRE CUCA - TEMPORADA 02;B2400127500000;180958
TUDO ACABA EM FESTA;B1800410600000;140321
TUDO FÁCIL;B2200192800000;200103
TUDO NA PANELA;B1900506600000;190163
TUDO POR AMOR AO CINEMA;B1402215300000;080103
TUDO POR UM POP STAR;B1800285700000;160067
TUDO POR UM POP STAR 2;B2400374200000;181040
TUDO QUE APRENDEMOS JUNTOS;B1500150200000;090255
TUDO É IRRELEVANTE - HELIO JAGUARIBE;B1600483500000;070288
TUDO É PROJETO;B1700477000000;110147
TUNGA, O ESQUECIMENTO DAS PAIXÕES;B1800005800000;140366
TUNGSTÊNIO;B1800116000000;150135
TURBINADOS 2ª TEMPORADA;B1600667500000;150743
TURMA DA ESCOLA;B2500305800000;231310
TURMA DA MÔNICA - LAÇOS;B1900235500000;160159
TURMA DA MÔNICA JOVEM - REFLEXOS DO MEDO;B2400008800000;106283
TURMA DA MÔNICA JOVEM – 1ª TEMPORADA,;B1900447700000;160583
TURMA DA MÔNICA: LIÇÕES;B2100496300000;190413
TURMA DO XAXADO;B1500018900000;120050
TÁ ESCRITO;B2300408000000;220437
TÁ RINDO DE QUÊ?;B1800540900000;170156
TÔ DE GRAÇA - O FILME;B2400057900000;220300
TÔ RYCA!;B1600043800000;120273
TÔ RYCA! 2;B2200003500000;170785
TÔNICA DOMINANTE;B0600549900000;973954
UM ASSALTO DE FÉ;B1101519400000;080105
UM BROTO LEGAL;B2200154200000;130154
UM CASAL INSEPARÁVEL;B2100278800000;120530
UM CERTO WILSON;B2300388100000;160752
UM CONTRA TODOS;B1500017300000;120127
UM CONTRA TODOS;B1600203900000;150050
UM CONTRA TODOS - 2ª TEMPORADA;B1700430100000;160036
UM CONTRA TODOS - 3ª TEMPORADA;B1800145000000;170194
UM CONTRA TODOS - QUARTA TEMPORADA;B2000065100000;180764
UM CONTRA TODOS 2 - TELEFILME;B1700531300000;160036
UM CONTRA TODOS 3 - TELEFILME;B1800378400000;170194
UM CRAQUE CHAMADO DIVINO;B0600471600000;023823
UM DIA CINCO ESTRELAS;B2300212500000;220004
UM DIA DE CHEF - 3° TEMPORADA;B2200372100000;190415
UM DIA DE CHEF - 4º TEMPORADA;B2300040600000;200057
UM DIA EXTRAORDINÁRIO;B2600009200000;241388
UM DIA QUALQUER;B1900486900000;160502
UM DIA QUALQUER - SÉRIE;B2000142500000;180492
UM DIA QUALQUER - SÉRIE 2ª TEMPORADA;B2400183900000;210133
UM FILME DE CINEMA;B1500408100000;080667
UM HOMEM DE MORAL;B0901010400000;060074
UM HOMEM QUALQUER;B1001312000000;024176
UM HOMEM SÓ;B1402301100000;090504
UM LOBISOMEM NA AMAZÔNIA;B0500444500000;011879
UM LOBO ENTRE OS CISNES;B2400495700000;160665
UM LOBO ENTRE OS CISNES;B2400495700000;187020
UM LOBO ENTRE OS CISNES;B2400495700000;227068
UM NAMORADO PARA MINHA MULHER;B1600436900000;140350
UM NOVO CAPITALISMO;B1700539500000;080394
UM OUTRO FRANCISCO;B2400185900000;160804
UM PAI EM APUROS;B2500532900000;190143
UM PRESENTE À PROVA DE FUTURO;B2000337100000;160755
UM SAMURAI EM SÃO PAULO;B2200210800000;150720
UM SHOW DE NOIVA - 2ª TEMPORADA;B1800537600000;160464
UM SHOW DE VERÃO;B0300050000000;023996
UM SONHO INTENSO;B1402229600000;080008
UM SUBURBANO SORTUDO;B1600011000000;140370
UM TANTO FAMILIAR - COM PEDRO ANDRADE;B2500310900000;230986
UM TIO QUASE PERFEITO;B1700177700000;160100
UM TIO QUASE PERFEITO 2;B2000513600000;180054
UMA ADVOGADA BRILHANTE;B2400338200000;180257
UMA AVENTURA DO ZICO;B0800854000000;972357
UMA ESPÉCIE DE FAMÍLIA;B1700462900000;160529
UMA FADA VEIO ME VISITAR;B2300402000000;200073
UMA FAMÍLIA FELIZ;B2400083700000;180970
UMA GÔNDOLA PARA NOVA VENEZA;B1402193800000;120173
UMA HISTÓRIA DE AMOR ASSOMBRADO;B1900233200000;110212
UMA HISTÓRIA DE AMOR E FÚRIA;B1201580500000;060028
UMA HISTÓRIA DE AMOR E FÚRIA;B1201580500000;100274
UMA LOUCURA DE MULHER;B1600305700000;120546
UMA MULHER SEM FILTRO;B2500146300000;170004
UMA NOITE ANTES DO NATAL;B2100073300000;187329
UMA NOITE EM 67;B1001229000000;060449
UMA NOITE EM SAMPA;B1600067600000;110498
UMA NOITE NÃO É NADA;B1800206400000;100597
UMA ONDA NO AR;B0500312900000;993707
UMA PITADA DE SORTE;B1800580500000;150487
UMA PROFESSORA MUITO MALUQUINHA;B1101350700000;070381
UMA QUASE DUPLA;B1800235900000;160805
UMA SENHORA PANELA;B2200462300000;210073
UMA VIAGEM INESPERADA;B1800215300000;170533
UMA VIDA EM SEGREDO;B0500293200000;971282
UNICÓRNIO;B1700501700000;150283
UNIDADE BÁSICA;B1600467400000;100475
UNIDADE BÁSICA - 2ª TEMPORADA;B1900616600000;170455
UNIDADE BÁSICA - 3ª TEMPORADA;B2300346800000;180805
UNIDOS CONTRA DARWIN: CAVALO, HOMEM, SERTÃO;B1800517400000;120071
UPAON-AÇU, SAINT LOUIS, SÃO LUÍS...;B1500573000000;114866
URBANIA (O RETORNO);B0400051500000;000301
URUCU, ENERGIA PARA A AMAZÔNIA;B0600611500000;060391
UTOPIA E BARBÁRIE;B1001187000000;030054
UTOPIAS PEREGRINAS;B2400314800000;170031
VAI CORINTHIANS!;B2300008500000;210152
VAI QUE COLA - O FILME;B1500654500000;140549
VAI QUE COLA 2 - O COMEÇO;B1900401700000;190054
VAI QUE DÁ CERTO;B1301733000000;090045
VAI QUE DÁ CERTO 2;B1500870400000;130300
VAI TER TROCO;B2300120800000;160641
VAIDADE;B1101400900000;030008
VALE A PENA SONHAR;B0400142000000;013687
VALE DOS ESQUECIDOS;B1101513100000;080107
VALE NIGHT;B2200040500000;150314
VAMOS BRINCAR COM A TURMA DA MÔNICA - 1ª TEMPORADA;B2200325300000;190127
VAMOS BRINCAR COM A TURMA DA MÔNICA – 2ª TEMPORADA;B2300449800000;190128
VAN BORA!;B1402431800000;130117
VATAPÁ OU MANIÇOBA;B2400502800000;230981
VAZANTE;B1700051600000;110077
VEIAS E VINHOS: UMA HISTÓRIA BRASILEIRA;B0600522500000;993674
VELHAS GUARDAS;B0901006300000;060171
VELHOS BANDIDOS;B2600027400000;240355
VEM COM ELAS!;B2300280300000;230080
VEM COMIGO – OS CAMINHOS DA INCLUSÃO;B2500038800000;190043
VENCER NA VIDA;B2200292800000;120204
VENCER É PARA TODOS;B2500514000000;220856
VENDO OU ALUGO;B1301769500000;060240
VENENO DA MADRUGADA;B0500265400000;011969
VENEZA;B1900454200000;170327
VENTOS DE VALLS;B1500140000000;110453
VENTOS DO BRASIL;B1900375200000;160809
VERGEL;B1700600300000;130040
VERGEL;B1700600300000;139090
VERLUST;B1900468100000;140039
VERMELHO BRASIL - FILME;B1402156100000;100585
VERMELHO BRASIL - SÉRIE;B1402161300000;100585
VERMELHO RUSSO;B1600564100000;100610
VERÔNICA;B0800959100000;060315
VESTIDO PRA CASAR;B1402241100000;120562
VESTIDO, O;B0300040900000;993675
VIAGEM A QUALQUER CUSTO;B2000003500000;190342
VIAJANTE, O;B0600460600000;960971
VIAJANTES RADICAIS;B1001316300000;090181
VIAJO LOGO EXISTO;B2000075900000;170699
VIAJO PORQUE PRECISO, VOLTO PORQUE TE AMO;B0901083500000;024063
VIDA DE MENINA;B0400171000000;984008
VIDA EM MOVIMENTO;B1900074200000;160128
VIDA SOBRE RODAS;B1001311200000;060255
VIDAS DESCARTÁVEIS;B2300135700000;150296
VIDAS PARTIDAS;B1600439700000;100173
VIDAS QUE TRANSCENDEM;B2400123900000;220354
VIDENTE POR ACIDENTE;B2400009100000;210060
VIEW;B1700473200000;160631
VILANOVA ARTIGAS: O ARQUITETO E A LUZ;B1500450200000;130181
VILLA LOBOS - UMA VIDA DE PAIXÃO;B0400132100000;960284
VINGANÇA;B0800902300000;070109
VINHOS.BR - TEMPORADA 2;B2400444400000;210026
VINICIUS DE MORAES;B0500293600000;013690
VINTE ANOS;B1600725300000;100318
VIOLA E TAMBOR;B1900525100000;180827
VIPS;B1001330400000;080063
VIPS - HISTÓRIAS REAIS DE UM MENTIROSO;B1101366300000;070353
VIRANDO BICHO;B1201667100000;090354
VIRGÍNIA E ADELAIDE;B2500067700000;220348
VISCERAL BRASIL - AS VEIAS ABERTAS DA MÚSICA;B1402123800000;110202
VISÃO DE RUA;B2500287800000;220337
VITÓRIAS ALÉM DO PÓDIO - O ESPORTE TRANSFORMANDO VIDAS;B1600390300000;150377
VIVA A VIDA;B2400235900000;180662
VIVA MARÍLIA!;B2500474800000;220310
VIVA O CINEMA! UMA HISTÓRIA DA MOSTRA DE SÃO PAULO;B2400308200000;200005
VIVA SAPATO!;B0300026000000;973806
VIVER PARA CONTAR - 1ª TEMPORADA;B1301962700000;080109
VIVER PARA CONTAR - 2ª TEMPORADA;B1301981300000;110402
VIVER PARA LUTAR;B1600791000000;150436
VIVER PARA LUTAR - JIU JITSU E VIVER PARA LUTAR - BOXE;B1500653700000;140045
VIVER PARA LUTAR - TERCEIRA TEMPORADA;B1900389300000;180347
VIVER PARA LUTAR – 2A TEMPORADA;B1800183500000;170173
VIVI VIRAVENTO;B1700219000000;140348
VIVO OU MORTO;B2400053300000;210068
VIÚVA RICA SOLTEIRA NÃO FICA;B0700655500000;049014
VIÚVOS;B2600130000000;181039
VOCALIZANDO;B2400381900000;210083
VOCAÇÃO DO PODER;B0500385000000;030184
VOCÊ NÃO É UM SOLDADO;B2100281200000;170631
VOTOS;B2200346400000;170553
VOU NADAR ATÉ VOCÊ;B1900380000000;120558
VOU RIFAR MEU CORAÇÃO;B1101526700000;070410
VOVÓ TATÁ;B2400344800000;220291
VOZES DA FLORESTA;B2000050700000;150626
VOZES DO RIO PINHEIROS;B2500049200000;220639
VÁRZEA F.C.;B1402176800000;130456
VÍTIMAS DIGITAIS;B1900535300000;180403
WALDEMAR CORDEIRO - FANTASIA EXATA;B2500411800000;230602
WALDICK, SEMPRE NO MEU CORAÇÃO;B0800852600000;060058
WANDER;B2500051000000;170059
WANDERING HEART;B2100259600000;190156
WEEBOOM;B1900289200000;150163
WEEBOOM - 2ª TEMPORADA;B2400443400000;210057
WERK IT;B2500204500000;230351
WHAT ABOUT LOVE;B2600015000000;210254
WHERE BEAUTY REIGNS;B2200226900000;170037
WILD - REDE SELVAGEM;B2000059800000;170641
WOOD & STOCK: SEXO, ORÉGANO E ROCK;B0500436300000;000381
X-CORAÇÃO;B1402440900000;120312
XANGÔ DE BAKER STREET, O;B0300004700000;961147
XICO STOCKINGER;B1201667800000;080517
XINGU;B1201547400000;070220
XINGU;B1201547400000;090298
XINGU;B1201547400000;117041
XUXA E O TESOURO DA CIDADE PERDIDA;B0400154400000;024245
XUXA E OS DUENDES;B0500186600000;011971
XUXA E OS DUENDES 2;B0300029600000;011971
XUXA EM O MISTÉRIO DE FEIURINHA;B0901096800000;090008
XUXA EM POPSTAR;B0500297900000;000193
XUXA EM SONHO DE MENINA;B0700798700000;070253
XUXA GÊMEAS;B0600616500000;060128
XUXINHA E GUTO CONTRA OS MONSTROS DO ESPAÇO;B0500433700000;040150
YOGA EM TODO LUGAR;B2500217300000;220450
YVONE KANE;B1402296700000;119153
Z4;B1800337400000;160433
Z4 - 2° TEMPORADA;B1800363400000;180129
ZAATARI, O FILME;B1800606700000;160215
ZAMA;B1700480900000;130387
ZEFERINA - MARIA BRASILEIRA;B2600018300000;220833
ZICA E OS CAMALEÕES;B1402071600000;100439
ZICO - O FILME;B0300002500000;000250
ZICO - O SAMURAI DE QUINTINO;B2600070100000;240410
ZICO - O SAMURAI DE QUINTINO;B2600070100000;251382
ZIMBA;B2000042900000;140360
ZIRALDO - ERA UMA VEZ UM MENINO...;B2200158100000;190185
ZIRALDO O ETERNO MENINO MALUQUINHO;B0700757200000;050156
ZOOM;B1600036800000;130121
"ZUGZWANG - ""EX - ENERGIA VERDE AMARELA / O NOVO PARADIGMA ENERGÉTICO""";B1402061900000;070404
ZUZU ANGEL;B0600535800000;040153
ZUZUBALÂNDIA;B1800144100000;160410
ZÉ DE JULIÃO, MUITO ALÉM DO CANGAÇO;B1600019500000;080037
ZÉ DO BRASIL;B0700790000000;060104
ZÉ DO CAIXÃO;B1500797500000;140209
“HERCHCOVITCH, EXPOSTO”;B2400138600000;210078
À BEIRA DO CAMINHO;B1201605900000;090176
À DERIVA;B0901015000000;070074
À MARGEM DA IMAGEM;B0300002200000;000261
À MARGEM DA IMAGEM;B0400055000000;023779
À MARGEM DO CONCRETO;B0500438300000;040141
À MARGEM DO LIXO;B0800959200000;050205
À MODA DA CASA;B1500731600000;140412
À QUEIMA ROUPA;B1402145600000;100241
ÁFRICA ANIMAL DE RICHARD RASMUSSEN - 1ª TEMPORADA;B1700280300000;160223
