NUMERO_SALIC;TITULO_PROJETO;DATA_PUB_APROVACAO_PROJETO;DATA_PRIMEIRA_LIBERACAO;SITUACAO_ATUAL;MECANISMO;CAPTADO_ART1;CAPTADO_ART1A;CAPTADO_ART3;CAPTADO_ART3A;CAPTADO_ART18;CAPTADO_ART25;CAPTADO_ART39;CAPTADO_FUNCINES;CAPTADO_EDITAL_ANCINE;CAPTADO_PAR;CAPTADO_PAQ;CAPTADO_OUTROS_EDITAIS;CAPTADO_LEI_ESTADUAL;CAPTADO_LEI_MUNICIPAL;CAPTADO_OUTRAS_FONTES;CAPTADO_CONTRAPARTIDA;CAPTADO_CONVERSAO;TOTAL_CAPTADO;PROPONENTE;CNPJ_PROPONENTE;MUNICIPIO_PROPONENTE;UF_PROPONENTE
14-0566;Orlando - Florida;29/12/2014;24/08/2018;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 730.000,00;R$ 0,00;R$ 2.447.063,76;R$ 431.826,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.250.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.858.890,00;MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA;27.920.016/0001-79;RIO DE JANEIRO;RJ
14-0567;A Menina dos Anjos;29/12/2014;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;MUNDO IMAGINÁRIO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;05.695.782/0001-44;FLORIANOPOLIS;SC
15-0003;BRAVOS VALENTES - VAQUEIROS DO BRASIL  (EX Caubois do Brasil - De Vaqueiros a Boiadas);06/01/2015;09/08/2018;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 225.000,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 525.000,00;TAMBKE FILMES LTDA;74.107.475/0001-18;SAO PAULO;SP
15-0005;SOS Fada Manu - Segunda Temporada - Animação;13/01/2015;05/08/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 759.271,98;R$ 0,00;R$ 1.707.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.466.271,98;BOUTIQUE FILMES E PRODUÇÕES LTDA.;16.729.130/0001-08;SAO PAULO;SP
15-0007;As Fabulosas Aventuras de Inez;13/01/2015;29/11/2018;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 125.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 125.000,00;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;01.282.220/0001-18;FLORIANOPOLIS;SC
15-0015;Cedo Demais;19/01/2015;08/06/2018;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 650.999,00;R$ 0,00;R$ 1.621.956,05;R$ 778.043,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.050.999,00;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;72.062.029/0001-09;RIO DE JANEIRO;RJ
15-0023;Moda-O-Rama (Ex- Radar Fashion);30/01/2015;24/02/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 490.841,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 490.841,35;NUNES ANGEL PRODUÇÕES LTDA;04.853.740/0001-21;SAO PAULO;SP
15-0024;REAÇÃO EM CADEIA (EX DELAÇÃO - EX PREDILEÇÃO);09/02/2015;10/09/2018;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;MGP ENTRETENIMENTO LTDA;11.660.296/0001-93;MATIAS BARBOSA;MG
15-0027;Clubversão 2;09/02/2015;11/06/2015;P09    - PC FINAL - REVISÃO DE FLUXO;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.688.649,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.688.649,70;POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP;08.708.048/0001-60;SAO PAULO;SP
15-0028;Acontece Lá em Casa. Vivendo Melhor em Família;05/02/2015;18/01/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 949.950,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 949.950,00;PONTO E VIDEO COMUNICAÇÕES LTDA;67.802.652/0002-00;;
15-0029;Muitos Anos de Vida;05/02/2015;18/07/2018;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 2.020.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.020.000,00;CATALISADORA ÁUDIO VISUAL LTDA.;05.306.875/0001-30;SAO PAULO;SP
15-0030;Almanaque dos Esportes - 2º Temporada (Ex - Almanaque dos Esportes);05/02/2015;27/07/2015;U62    - RPC-PC FINAL - Decisão condic. ao laudo da Cinem.;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.000.000,00;MS PRODUCOES EIRELI - ME;10.532.883/0001-34;JUIZ DE FORA;MG
15-0032;CARLOS (2ª temporada) - ANIMAÇÃO;05/02/2015;05/07/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 1.602.617,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.602.617,10;SPIRIT ENTRETENIMENTO LTDA;08.378.645/0001-74;CURITIBA;PR
15-0033;Pedro - Desenvolvimento;09/02/2015;04/05/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210.000,00;BURITI FILMES LTDA;02.238.621/0001-33;SAO PAULO;SP
15-0034;O Mundo do Trabalho no Brasil e Suas Grandes Transformações;13/02/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 120.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 120.000,00;CANAL AZUL CONSULTORIA AUDIOVISUAL LTDA;04.350.398/0001-47;SAO PAULO;SP
15-0035;Construções Sustentáveis;19/03/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 210.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 210.000,00;CANAL AZUL PRODUÇÕES CULTURAIS LTDA;01.613.170/0001-04;SAO PAULO;SP
15-0038;Eduardo e Mônica - Desenvolvimento;13/02/2015;22/05/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;DE FELIPPES FILMES E PRODUÇÕES LTDA;08.427.088/0001-34;RIO DE JANEIRO;RJ
15-0041;Onde a Moeda Cai em Pé - A História do São Paulo Futebol Clube (Ex São Paulo Futebol Clube - 85...);19/03/2015;03/02/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 371.268,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 371.268,75;CANAL AZUL PRODUÇÕES CULTURAIS LTDA;01.613.170/0001-04;SAO PAULO;SP
15-0044;Vitrines;25/02/2015;30/03/2021;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 175.000,00;R$ 0,00;R$ 2.403.500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.578.500,00;REPÚBLICA PUREZA FILMES LTDA.;01.369.211/0001-69;RIO DE JANEIRO;RJ
15-0045;Pedidos Incríveis;25/02/2015;08/02/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.549.200,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.549.200,00;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;COTIA;SP
15-0047;171 - Me Engana Que Eu Gosto;25/02/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 32.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 32.000,00;C R PRODUCOES - FOTO, CINE-VIDEO LTDA;05.780.593/0001-70;SAO PAULO;SP
15-0050;Um Contra Todos (Ex - Contra Todos);25/02/2015;21/10/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.904.984,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.904.984,05;MAGNIFICA LOCACOES LTDA;09.112.697/0001-67;RIO DE JANEIRO;RJ
15-0051;O Rastro;05/03/2015;29/01/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 1.000.000,00;R$ 0,00;R$ 2.880.015,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.880.015,00;LUPA FILMES LTDA;19.478.327/0001-00;RIO DE JANEIRO;RJ
15-0052;Olimpiadas Dose Dupla;26/02/2015;17/09/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 340.887,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 340.887,46;CF FILMES LTDA;03.257.178/0001-00;RIO DE JANEIRO;RJ
15-0059;AMIGAS DE SORTE (EX BOA SORTE, VELHO);04/03/2015;23/08/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 2.400.000,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.400.000,00;POPCON PRODUÇÕES LTDA;09.281.789/0001-70;SAO PAULO;SP
15-0062;A Estilista;13/03/2015;07/10/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 370.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 370.000,00;GTEC DIGITAL EIRELI;03.699.216/0001-85;SAO PAULO;SP
15-0078;NAZINHA, OLHAI POR NÓS (EX NAZINHA);19/03/2015;24/05/2018;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;GIROS PROJETOS AUDIOVISUAIS LTDA;04.661.796/0001-84;RIO DE JANEIRO;RJ
15-0079;Neymar Junior A Série - ANIMAÇÃO;19/03/2015;07/02/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 498.750,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 498.750,00;MAURICIO DE SOUSA PRODUÇÕES S.A;47.257.902/0001-71;SAO PAULO;SP
15-0081;OUTROS TEMPOS - VELHOS (Ex- Outros Tempos - Velhice (Ex: Aging - No Meu Tempo);19/03/2015;20/08/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.134.542,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.134.542,17;PRODIGO FILMS LTDA;00.020.648/0001-20;SAO PAULO;SP
15-0089;Mátria - Desenvolvimento;17/04/2015;22/05/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 150.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 150.000,00;AEB PRODUÇÕES LTDA;42.465.229/0001-41;RIO DE JANEIRO;RJ
15-0092;As Aparências Enganam;27/03/2015;14/05/2020;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 2.000.000,00;R$ 2.000.000,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.000.000,00;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;SAO PAULO;SP
15-0096;Meu Nome é Jacque - A História de Jacqueline Rocha Côrtes;02/04/2015;11/09/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;TRES TEMPOS FILMES LTDA;00.360.459/0001-04;RIO DE JANEIRO;RJ
15-0104;Estrada Natural;29/04/2015;11/07/2018;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 468.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 468.000,00;E G PENHA COMUNICACAO ESTRATEGICA E AUDIOVISUAL;14.038.312/0001-07;DIVINOPOLIS;MG
15-0110;Serial Kelly;13/04/2015;05/07/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.450.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.450.000,00;BANANEIRA FILMES LTDA.;02.140.120/0001-10;RIO DE JANEIRO;RJ
15-0112;O Império;13/04/2015;07/06/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 1.950.000,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.950.000,00;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;SAO PAULO;SP
15-0113;KNOCK DOWN;13/04/2015;26/04/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250.000,00;MZ 3 PRODUÇÕES E COMUNICAÇÕES LTDA;08.467.312/0001-11;RIO DE JANEIRO;RJ
15-0115;6º Cine Fest Brasil-Montevidéu e 6º Cine Fest Brasil-Buenos Aires;16/04/2015;08/06/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;INFFINITO NUCLEO DE ARTE E CULTURA;02.723.125/0001-75;RIO DE JANEIRO;RJ
15-0116;Cruzando a América;15/04/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 130.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 130.000,00;DIEGO MOURA BARRIOS - ME;24.755.330/0001-55;PORTO ALEGRE;RS
15-0117;A Grande Luta - Segunda Temporada;15/04/2015;02/09/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.863.705,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.863.705,25;BOUTIQUE FILMES E PRODUÇÕES LTDA.;16.729.130/0001-08;SAO PAULO;SP
15-0122;CAROS AMIGOS;15/04/2015;15/12/2015;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 510.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 510.000,00;CASA AMARELA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA;20.520.970/0001-25;RIO DE JANEIRO;RJ
15-0126;Quem Se Importa - A Série;27/04/2015;26/11/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200.000,00;MAMO FILMES LTDA;57.643.793/0001-84;SAO PAULO;SP
15-0127;RIO HEROES;29/04/2015;30/03/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 559.271,22;R$ 2.440.728,78;R$ 0,00;R$ 0,00;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.250.000,00;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;COTIA;SP
15-0129;Conselho Tutelar - 2ª Temporada;29/04/2015;24/12/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;VISON PRODUÇOES ARTISTICAS LTDA.;28.629.780/0001-52;RIO DE JANEIRO;RJ
15-0132;Porta dos Fundos - Contrato Vitalicio;29/04/2015;18/12/2015;P05    - PC Final Diligência Triagem - Doc. Recebido;Fomento Indireto;R$ 0,00;R$ 750.000,00;R$ 1.000.000,00;R$ 799.999,99;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.549.999,99;PORTA DOS FUNDOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.;17.227.558/0001-07;RIO DE JANEIRO;RJ
15-0135;Tungstênio;29/04/2015;01/09/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;PARANOID FILMES LTDA;11.140.814/0001-48;SAO PAULO;SP
15-0137;PRAÇA PARIS;29/04/2015;04/07/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;TAIGA FILMES E VIDEO LTDA;73.947.392/0001-74;RIO DE JANEIRO;RJ
15-0139;Até o Fim do Mundo;29/04/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 400.000,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.400.000,00;CUATRO DAMAS FILMES LTDA.;10.645.237/0001-83;SAO PAULO;SP
15-0140;Milton Nascimento - Intimidade e Poesia (Ex - Milton Nascimento - Pelo Mundo);14/05/2015;02/06/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.016.723,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.016.723,75;TERRA FIRME PRODUÇÕES CINEMATOGRÁFICAS LTDA;09.260.004/0001-83;SAO PAULO;SP
15-0142;O Mundo Proibido;29/04/2015;03/10/2018;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 1.500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.500.000,00;UM FILMES LTDA;02.231.569/0001-93;SAO PAULO;SP
15-0148;BIO;29/04/2015;29/10/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 600.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 600.000,00;INVÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;90.130.634/0001-51;PORTO ALEGRE;RS
