Programa de Apoio a Participação de Filmes Brasileiros em Festivais Internacionais - 2010 a 2019;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano do Apoio;Festival;País do Festival;Mês;Filme ;Mostra;Direção;Produtora Brasileira Majoritária *;UF;Metragem;CPB;"Confecção
cópia";"Envio
da cópia";"Apoio
Financeiro"
2011;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""Tempestade""";Competição de curtas-metragens;Cesar Cabral;Coala Filmes;SP;Curta;B1001232700000; ;X;X
2011;Sundance Film Festival;Estados Unidos;Janeiro;"""Tempestade""";Shorts Programm: International Animated Shorts;Cesar Cabral;Coala Filmes;SP;Curta;B1001232700000; ;  ;X
2011;Festival de Cinema de Huesca;Espanha;Junho;"""O Cão""";Concurso Iberoamericano de curta-metragens;Abel Roland/Emiliano Cunha;Emiliano Cunha;RS;Curta;B1402485100000; ;  ;X
2011;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Os Minutos, as Horas""";International Competion;Janaina Marques Ribeiro;Escuela Internacional de Cine y TV de San Antonio de Los Baños (EICTV Cuba); - ;Curta; -; ;  ;X
2011;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Caos""";Lab competition;Fábio Baldo;Fábio Eduardo Baldo;SP;Curta;B1001273600000; ;X;X
2011;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Um Par""";Spectrum Shorts;Lara Lima;Fundação Armando Alvares Penteado;SP;Curta;B1001282700000; ;X;
2011;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Outubro;"""A Mula Teimosa e o Controle Remoto""";Live Action Short;Hélio Villela Nunes;Gato do Parque Cinematográfica;SP;Curta;B1101351100000; ;X;X
2011;Festival Internacional de Cinema Latino de Los Angeles;Estados Unidos;Julho;"""A Mula Teimosa e o Controle Remoto""";Competition program - Short Films;Hélio Villela Nunes;Gato do Parque Cinematográfica;SP;Curta;B1101351100000;X;X;
2011;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Estação""";Spectrum Shorts;Marcia Farias;Gullane;SP;Curta;B1001293900000;X;X;
2011;Festival Internacional Nueva Mirada para a Infância e Juventude;Argentina;Setembro;"""Ernesto no País do Futebol""";Competição Oficial;André Queiroz/Thaís Bologna;Km 70/Mambembe Produções Audiovisuais;SP;Curta;B1001152200000; ;  ;X
2011;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Novembro/Dezembro;"""O Céu no Andar de Baixo""";Competencia Internacional de Cortometraje de Animación;Leonardo Cata Preta;Leonardo Cata Preta;MG;Curta;B1101444900000; ;  ;X
2011;Festival Internacional de Mar del Plata;Argentina;Novembro;"""O Céu no Andar de Baixo""";Competição Latino-americana de Curtas-Metragens;Leonardo Cata Preta;Leonardo Cata Preta;MG;Curta;B1101444900000; ;  ;X
2011;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""O Céu no Andar de Baixo""";Seção Oficial - Concurso Internacional;Leonardo Cata Preta;Leonardo Cata Preta;MG;Curta;B1101444900000;X;X;X
2011;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""Meu Medo""";Seção Oficial - Concurso Internacional;Murilo Hauser Valério;Murilo Hauser Valério;PR;Curta;B1001201800000;X;X;X
2011;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""A Boate Azul""";Competição Curtas-Metragens;Cássio Pereira dos Santos;Nova Ponte Filmes;MG;Curta; -; ;  ;X
2011;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Novembro/Dezembro;"""Retrovisor""";Competencia Internacional de Cortometrajes de Ficcíon;Eliane Coster;Oka Comunicações;SP;Curta;B1001206600000; ;X;
2011;Festival Internacional Nueva Mirada para a Infância e Juventude;Argentina;Setembro;"""Enciclopédia""";Competição Oficial;Bruno Gularte Barreto;Okna Produções;RS;Curta;B0901049800000; ;  ;X
2011;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Ensolarado""";Competição de Curtas;Ricardo Targino;Ricardo Targino Campos;RJ;Curta;B1201576500000;X;  ;X
2011;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Ensolarado""";Generation Kplus kurzfilm;Ricardo Targino;Ricardo Targino Campos;RJ;Curta;B1201576500000;X;X;X
2011;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Cachoeira""";Competição de Curtas;Sérgio Andrade;Rio Tarumã Films;AM;Curta;B1001316800000;X;X;
2011;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Cachoeira""";International Competion;Sérgio Andrade;Rio Tarumã Films;AM;Curta;B1001316800000;X;X;X
2011;Festival Internacional de Filmes de Curta-metragem de Drama;Grécia;Setembro;"""Cachoeira""";Competition program;Sérgio Andrade;Rio Tarumã Films;AM;Curta;B1001316800000; ;X;
2011;Festival de Cinema de Huesca;Espanha;Junho;"""Céu, Inferno e Outras Partes do Corpo""";Concurso Iberoamericano de curta-metragens;Rodrigo John;Rodrigo John;RS;Curta;B1101518100000;X;X;X
2011;Festival Internacional de Filmes de Curta-metragem de Uppsala;Suécia;Outubro;"""Assunto de Família""";International Competition;Caru Alves de Souza;Tangerina Entretenimento;SP;Curta;B1101394000000; ;X;
2011;Frameline - Festival Internacional de Cinema LGBTQ de São Francisco;Estados Unidos;Junho;"""Assunto de Família""";Shorts Program;Caru Alves de Souza;Tangerina Entretenimento;SP;Curta;B1101394000000;X;X;
2011;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Ovos de Dinossauro na Sala de Estar""";Competição Curtas-Metragens;Rafael Urban;Tu I Tam Produções Culturais;PR;Curta;B1101457000000; ;  ;X
2011;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Sudoeste""";Competição Ópera Prima;Eduardo Nunes;3 Tabela Filmes/Superfilmes/Tropical Storm Entertainment;RJ/SP/RJ;Longa;B1101513200000;X;X;X
2011;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Os Monstros""";Competição Oficial Internacional;Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Alumbramento;CE;Longa;B1101472100000;X;  ;
2011;ATLANTIDOC - Festival Internacional de Cinema Documentário do Uruguai;Uruguai;Dezembro;"""Vou Rifar Meu Coração""";Competição Internacional Principal;Ana Rieper;Amado Arte&Produção/Ana Rieper;RJ;Longa;B1101526700000; ;  ;X
2011;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""A Falta que Me Faz""";Competecia Largometrajes Documentales Internacionales/Mostra Focus Brasil;Marília Rocha;Anavilhana;MG;Longa;B1001302600000;X;X;X
2011;Festival des 3 Continents;França;Novembro;"""Girimunho""";Seleção Oficial - Competição Internacional;Clarissa Campolina/Helvécio Marins Jr.;Anavilhana;MG;Longa;B1201558400000;X;X;
2011;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Girimunho""";Visions;Clarissa Campolina/Helvécio Marins Jr.;Anavilhana;MG;Longa;B1201558400000;X;X;X
2011;Festival Internacional de Mar del Plata;Argentina;Novembro;"""Girimunho""";Competição Latino-americana de Curtas-Metragens;Clarissa Campolina/Helvécio Marins Jr.;Anavilhana;MG;Longa;B1201558400000;X;  ;
2011;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto;"""Girimunho""";Orizzonti Competition;Clarissa Campolina/Helvécio Marins Jr.;Anavilhana;MG;Longa;B1201558400000;X;X;X
2011;Festival de Cinema de Cartagena;Colômbia;Fevereiro/Março;"""Santos Dumont:pré-cineasta?""";Competição oficial de documentários;Carlos Adriano;Associação Cultural Babushka;SP;Longa; -;X;  ;X
2011;Festival Internacional de Cinema de Taormina;Itália;Junho;"""O País do Desejo""";Oltre il Mediterraneo;Paulo Caldas;Bananeira Filmes/Cena Dois Produções;RJ;Longa;B1101445400000;X;X;X
2011;Festival Internacional de Cinema de Guadalajara;México;Março/Abril;"""O Samba que Mora em Mim""";Competição Oficial Longa-metragens de documentário iberoamericanos;Georgia Guerra-Peixe;Bossa Nova Films;SP;Longa;B1001318100000;X;X;
2011;Festival de Cinema de Cartagena;Colômbia;Fevereiro/Março;"""Riscado""";Competição oficial de ficção;Gustavo Pizzi;Cavideo Produções;RJ;Longa;B1101443200000; ;  ;X
2011;Festival Internacional de Cinema de Guadalajara;México;Março/Abril;"""Riscado""";Competição Oficial Longa-metragens de ficção iberoamericanos;Gustavo Pizzi;Cavideo Produções;RJ;Longa;B1101443200000;X;X;X
2011;Festival Internacional de Cinema de Punta del Este;Uruguai;Março;"""Boca de Lixo""";Competição Oficial;Eduardo Coutinho;Cecip - Centro de Criação de Imagem Popular;RJ;Longa;B0600524900000;X;X;
2011;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Trabalhar Cansa""";World Cinema - Feature;Juliana Rojas/Marco Dutra;Dezenove Som e Imagens;SP;Longa;B1101426200000; ;  ;X
2011;Festival de Cannes;França;Maio;"""Trabalhar Cansa""";Un Certain Regard;Juliana Rojas/Marco Dutra;Dezenove Som e Imagens;SP;Longa;B1101426200000;X;X;
2011;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Trabalhar Cansa""";Competição Ópera Prima;Juliana Rojas/Marco Dutra;Dezenove Som e Imagens;SP;Longa;B1101426200000;X;X;
2011;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Eu receberia as piores notícias dos seus lindos lábios""";Competição de Longas-Metragens;Beto Brant/Renato Ciasca;Drama Filmes;SP;Longa;B1101528200000;X;X;X
2011;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""A Alegria""";Bright Future;Felipe Bragança/Marina Meliande;Duas Mariola Filmes;RJ;Longa;B1101441600000;X;X;X
2011;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""A Casa de Sandro""";Competencia Largometrajes iberoamericanos;Gustavo Beck;Enquadramento Produções/Yes Filmes;SP/RJ;Longa;B1101379600000;X;X;X
2011;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Novembro/Dezembro;"""Fiar""";Competencia Internacional de Largometraje Documental;Erick Ricco/Lucas Alvim/Vinícius Marques;Erick Ricco Hoelzle;MG;Longa;B1201553200000; ;X;X
2011;Festival Internacional de Cinema de Punta del Este;Uruguai;Março;"""Diário de uma Busca""";Competição Oficial;Flavia Castro;Flavia Castro/Tambellini Filmes;RJ;Longa;B1101413800000;X;  ;
2011;Novocine;Espanha;Novembro;"""Terra Vermelha""";Não competitivo;Marcos Bechis;Gullane;SP;Longa;B0800932600000;X;  ;
2011;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Os Residentes""";Forum of New Cinema;Tiago Mata Machado;Katásia Filmes;MG;Longa;B1101460700000;X;X;X
2011;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Os Residentes""";Competecia Largometrajes Ficción Internacionales/Mostra Focus Brasil;Tiago Mata Machado;Katásia Filmes;MG;Longa;B1101460700000;X;X;X
2011;Festival de Cinema Mundial de Montreal;Canadá;Agosto;"""Corações Sujos""";World Competition;Vicente Amorim;Mixer Films;SP;Longa;B1101420100000;X;X;X
2011;Novocine;Espanha;Novembro;"""VIPs""";Não competitivo;Toniko Melo;O2 Filmes;SP;Longa;B1001330400000;X;  ;
2011;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""O Céu Sobre Os Ombros""";Visiones Latinas;Sérgio Borges;Orobó Filmes;MG;Longa;B1101373600000;X;X;
2011;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""O Céu Sobre os Ombros""";Tiger Awards Competition;Sérgio Borges;Orobó Filmes;MG;Longa;B1101373600000;X;  ;X
2011;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""O Céu Sobre os Ombros""";Competecia Largometrajes Documentales Internacionales/Mostra Focus Brasil;Sérgio Borges;Orobó Filmes;MG;Longa;B1101373600000;X;  ;X
2011;Festival Internacional de Cinema de Guadalajara;México;Março/Abril;"""Leite e Ferro""";Competição Oficial Longa-metragens de documentário iberoamericanos;Claudia Priscilla;Paleo TV/Válvula Produções;SP;Longa;B1001317800000; ;X;
2011;Festival de Cinema de Shangai;China;Junho;"""Desenrola""";Panorama;Rosane Svartman;Raccord Produções;RJ;Longa;B1001315900000;X;X;
2011;FID - Festival Internacional de Documentários de Marselha;França;Julho;"""Apenas me Filme""";International Competition;Cláudia Nunes;Rio Bravo Filmes;SP;Longa;B1402240100000;X;X;X
2011;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""O Abismo Prateado""";Competição Longas-Metragens;Karim Aïnouz;RT Features;SP;Longa;B1101490600000;X;  ;
2011;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""O Abismo Prateado""";Contemporary World Cinema;Karim Aïnouz;RT Features;SP;Longa;B1101490600000;X;X;X
2011;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""O Abismo Prateado""";Competição de Longa-metragem de ficção;Karim Aïnouz;RT Features;SP;Longa;B1101490600000;X;X;X
2011;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Heleno""";Contemporary World Cinema;José Henrique Fonseca;RT Features/Zola Filmes;SP/RJ;Longa;B1201553500000;X;  ;X
2011;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Histórias que Só Existem Quando Lembradas""";Competição Longas-Metragens;Julia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1101414400000;X;  ;X
2011;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Histórias que Só Existem Quando Lembradas""";Discovery;Julia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1101414400000;X;X;
2011;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Histórias que Só Existem Quando Lembradas""";Venice Days;Julia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1101414400000;X;X;X
2011;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto;"""Histórias que Só Existem Quando Lembradas""";Competição Oficial de Operas Primas;Julia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1101414400000;X;X;X
2011;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Vigias""";Visiones Latinas;Marcelo Lordello;Trincheira Filmes;PE;Longa;B1101390000000;X;X;
2011;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Vigias""";Competecia Largometrajes Documentales Internacionales/Mostra Focus Brasil;Marcelo Lordello;Trincheira Filmes;PE;Longa;B1101390000000; ;  ;X
2011;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""Transeunte""";Competição Principal;Eryk Rocha;Videofilmes;RJ;Longa;B1101425400000;X;X;X
2011;Festival Internacional de Cinema de Punta del Este;Uruguai;Março;"""Tropa de Elite 2: O Inimigo Agora é Outro""";Competição Oficial;José Padilha;Zazen Produções;RJ;Longa;B1001296000000;X;X;
2011;Festival de Cannes;França;Maio;"""Duelo Antes da Noite""";Cinéfondation;Alice Furtado de Mendonça;Alice Furtado de Mendonça;RJ;Média;B1001278000000;X;  ;X
2011;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Handebol""";Competição de Curtas;Anita Rocha da Silveira;Anita Rocha da Silveira;RJ;Média;B1001202300000;X;X;X
2011;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Handebol""";International Competition;Anita Rocha da Silveira;Anita Rocha da Silveira;RJ;Média;B1001202300000;X;X;X
2011;Festival de Cinema de Locarno;Suíça;Agosto;"""Praça Walt Disney""";Competição Leopards of Tomorrow;Renata Pinheiro/Sérgio Oliveira;Aroma Filmes;PE;Média;B1101406600000;X;X;X
2011;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Outubro;"""A Grande Viagem""";Live Action Short;Caroline Fioratti;Aurora Filmes;SP;Média;B1101430900000;X;X;X
2011;Festival Internacional de Cinema Latino de Los Angeles;Estados Unidos;Julho;"""Aurora""";Competition program - Short Films;Roney Freitas;Bláblá Filmes;SP;Média;B1101382700000;X;X;X
2011;Festival de Cinema de Tampere;Finlândia;Março;"""O Sarcófago""";Competição Internacional Principal;Daniel Lisboa;Cavalo do Cão Filmes;BA;Média;B1001278500000;X;X;X
2011;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Evaporar""";Lab competition;Joana N. A. Machado;Cinema Contágio Produção Audiovisual;RJ;Média;B1101522400000;X;X;X
2011;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Pode Piorar""";Short Cuts & Animation;João Tenório;Cinema Elétrico Produções;SP;Média;B1101452300000;X;X;X
2011;Festival Internacional de Cinema de Guadalajara;México;Março/Abril;"""Eu Não Quero Voltar Sozinho""";Competição Oficial Curta-metragens iberoamericanos;Daniel Ribeiro;Daniel Rodrigues da Silva Ribeiro;SP;Média;B1101420500000;X;X;
2011;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Novembro/Dezembro;"""Da Origem""";Competencia Internacional de Cortometrajes de Ficcíon;Fábio Baldo;Fábio Eduardo Baldo;SP;Média;B1101506400000; ;X;X
2011;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""Acercadacana""";Competição de Documentários;Felipe Peres Calheiros;Felipe Peres Calheiros;PE;Média;B1101396500000;X;X;
2011;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Outubro;"""Lápis-de-Cor""";Live Action Short;Alice Gomes;Glaz Video Digital;RJ;Média;B1101465600000; ;X;X
2011;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""A Fábrica""";Competição de curtas-metragens;Aly Muritiba;Grafo Audiovisual;PR;Média;B1101490200000;X;X;
2011;Festival de Cinema de Tampere;Finlândia;Março;"""Taba""";Competição Internacional Principal;Marcos Pimentel;Marcos Almeida Pimentel;MG;Média;B1001257300000;X;X;X
2011;Festival de Cinema de Huesca;Espanha;Junho;"""Hoje Tem Alegria""";Concurso Iberoamericano de curta-metragens documental;Fabio Augusto Meira de Souza;Milanés & Muller - Serviços Cinematográficos/Fabio Augusto Meira de Souza;SP;Média;B1101350800000;X;X;X
2011;Festival de Cinema de Huesca;Espanha;Junho;"""Actus""";Concurso Iberoamericano de curta-metragens;Juliana Teixeira Nicolela;Nation Filmes ;SP;Média;B1101443700000;X;X;X
2011;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Cores e Botas""";Competição de curtas-metragens;Juliana Vicente;Preta Portê Filmes;SP;Média;B1101495600000; ;X;X
2011;Festival de Cinema de Locarno;Suíça;Agosto;"""Mens Sana in Corpore Sano""";Competição Leopards of Tomorrow;Juliano Dornelles;Símio Filmes;PE;Média;B1101454900000; ;  ;X
2011;Festival Internacional de Mar del Plata;Argentina;Novembro;"""L""";Competição Latino-americana de Curtas-Metragens;Thais Fujinaga;Thais Fujinaga;SP;Média;B1101470000000;X;X;
2011;Festival de Cinema de Cartagena;Colômbia;Fevereiro/Março;"""Rio de Mulheres""";Competição oficial de curta-metragem;Cristina Maure/Joana Oliveira;Vaca Amarela Filmes;MG;Média;B1001254200000;X;X;X
2012;Festival de Cinema de Tampere;Finlândia;Março;"""Sendai""";Competição Internacional Principal;Claudia Nunes/Erico Rassi; - ; - ;Curta; -;; ;X
2012;Festival de Cinema de Huesca;Espanha;Junho;"""Santas""";Concurso Iberoamericano de curta-metragens;Roberval Duarte;3 Tabela Filmes;RJ;Curta;B1201617700000;; ;X
2012;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Dom Gratuito""";Competição de curtas-metragens;Luís Henrique Miguel de Melo;4u Films Ltda Me;RJ;Curta;B1600264800000;; ;X
2012;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""Aldeia""";Seção Oficial - Concurso Internacional;Zeca Ferreira;Afinal Filmes ;RJ;Curta; -;;X;X
2012;Festival de Cinema de Roma;Itália;Novembro;"""Não Estamos Sonhando""";Competição Internacional: Cinema XXI;Luiz Pretti;Alumbramento;CE;Curta; -;X;X;X
2012;Festival de Cinema de Locarno;Suíça;Agosto;"""Dizem que os Cães Veem Coisas""";Competição Leopards of Tomorrow;Guto Parente;Alumbramento;CE;Curta;B1201659500000;X; ;X
2012;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto/Setembro;"""O Afinador""";Orizzonti;Fernando Camargo/Matheus Parizi;Antítese Produção Midiática;SP;Curta;B1201649800000;; ;X
2012;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""De Lá pra Cá""";Seção Oficial - Concurso Internacional;Frederico Pinto;Armazém de Imagens;RS;Curta;B1101514500000;;X;X
2012;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Qual Queijo Você Quer?""";Competição de curtas-metragens;Cíntia Domit Bittar;Cíntia Domit Bittar;SC;Curta;B1101450700000;X;X;
