Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2024;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira ;UF2;Distribuidora;Máximo de Salas;Público acumulado;Renda (R$) acumulada;
2021;B2100367400000;Curupira O Demônio Da Floresta;Francisco Duarte Da Silva;Ficção;F D Da Silva - Me;MA;-;-;O2 Play;11;1.104;18.880,65;
2021;B1900072300000;Danças Negras;Joao Victor Pellegrini Do Nascimento, Firmino Ribeiro Pitanga;Documentário;Kalakuta Produções Artísticas Ltda - Epp;SP;-;-;Lira Filmes;5;543;7.234,66;
2021;B1800381100000;Delicadeza É Azul;Yasmin Garcez Merszajn, Sandro Luiz Barbosa Arieta;Documentário;Ubuntu Filmes Ltda;RJ;Afinal Filmes Ltda;RJ;Pipa Produções;9;57;1.087,60;
2021;B2000440700000;Dente Por Dente;Pedro Micheli Arantes, Julio Junqueira Taubkin;Ficção;Atc Entretenimentos Ltda;CE;Glaz Entretenimento S.A. / Globo Comunicação E Participações S/A / Massa Real Produções Cinematográficas Ltda - Me / Telecine Programacao De Filmes;RJ/RJ/SP/RJ;Vitrine Filmes;115;6.604;109.164,82;
2021;B2000078000000;Depois A Louca Sou Eu;Julia Salles De Rezende;Ficção;Atitude Produções E Empreendimentos Ltda;RJ;Globo Comunicação E Participações S/A / Rsmts Empreendimentos E Participacoes Ltda;RJ/RJ;Paris;170;12.586;230.443,26;
2021;B2100408300000;Deserto Particular;Alysson Silva Muritiba;Ficção;Grafo Audiovisual Ltda Me;PR;-;-;Pandora Filmes;26;7.444;129.582,71;
2021;B2000230900000;Desvio;Arthur Fernandes Andrade Lins, Arthur Fernandes Andrade Lins;Ficção;Canário Produtora De Vídeo Ltda / Carambola Produções Artísticas;PB/PB;-;;Vitrine Filmes;3;209;1.522,07;
2021;B2100260000000;Diários De Intercâmbio;Bruno Tinoco Garotti;Ficção;Anana Producoes Audiovisuais E Eventos Ltda ;RJ;-;;Paris;8;34;227,00;
2021;B2000070300000;Dois Mais Dois;Marcelo Barreto Saback;Ficção;Paris Produções Cinematográficas Ltda;SP;Globo Comunicação E Participações S/A / Xanadu Produções Cinematográficas Ltda;RJ;Paris;179;14.150;266.274,66;
2021;B2000468500000;Dora E Gabriel;Ugo Cesar Giorgetti;Ficção;Sp Filmes De São Paulo Ltda;SP;-;-;O2 Play;5;86;1.535,88;
2021;B2100299900000;Doutor Gama;Jeferson Rodrigues De Rezende;Ficção;Paranoid Filmes Ltda;SP;Buda Filmes Producoes Cinematograficas Ltda / Globo Comunicação E Participações S/A / Maiomidia Comunicacao Ltda ;SP/RJ/RJ;Elo Company;14;5.601;114.166,71;
2021;B2100271900000;El Empleado Y El Patrón;Manuel Nieto Zas;Ficção;Atelier W Producoes Cinematograficas Ltda ;RS;Sancho Filmes Ltda;SP;Vitrine Filmes;7;585;5.703,62;
2021;B2000008400000;Encarcerados;Pedro Bial, Fernando Grostein Escobar De Andrade, Claudia Calabi;Documentário;Globo Comunicação E Participações S/A ;SP;Gullane Entretenimento S.A. / Spray Filmes S.A.;SP/SP;Gullane Entretenimento;16;2.807;30.812,22;
2021;B2000436900000;Entre Nós, Um Segredo;Toumani Kouyate, Beatriz Seignemartin De Paula Leite;Documentário;Miríade Filmes E Produções Artísticas Ltda;SP;Encantamento Consultoria De Projetos, Produções Artísticas E Audiovisuais Eireli-Me;RJ;Vitrine Filmes;3;33;239,07;
2021;B1900267800000;Frei Damião - O Santo Do Nordeste;Deborah Brennand De Souza Mendes;Documentário;Fabrica Estudios Ltda;PE;-;-;Elo Company;6;528;8.156,04;
2021;B2100363400000;Galeria Futuro;Fernando Augusto Sanches, Afonso Jose Da Silva Poyart;Ficção;Black Maria Filme Video Digital Eireli;SP;Globo Comunicação E Participações S/A / Maiomidia Comunicacao Ltda ;RJ/RJ;H2O Films;20;486;6.551,71;
2021;B2000367000000;Garota Da Moto;Joao Daniel Sequeira Tikhomiroff, Hilton Luis Pinheiro;Ficção;Radar Cinema E Televisão Ltda;SP;Fox Film Do Brasil Ltda;SP;Paris;106;2.349;42.163,75;
2021;B1900206200000;Helen;Andre Meirelles Collazzo;Ficção;Prosperidade Comunicação E Filmes Ltda;SP;-;-;Elo Company;10;172;2.727,59;
2021;B2000173600000;Homem Onça;Vinicius Dias Dos Reis;Ficção;Tacacá Filmes Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A / Maiomidia Comunicacao Ltda;RJ/RJ/RJ;Pandora Filmes;15;457;8.224,81;
2021;B1900478400000;Intervenção;Caio Nogueira Cobra Varajao;Ficção;Media Bridge Produções Ltda.;RJ;A Tropa Producoes Ltda;RJ;Paris;5;37;523,50;
2021;B2000047900000;Júpiter;Marco Antonio Vieira Abujamra;Ficção;Dona Rosa Produções Artísticas Ltda.;RJ;-;-;Elite Filmes;1;5;50,00;
2021;B1900593200000;King Kong Em Asunción;Camilo Santos Cavalcante;Ficção;Ac Cavalcante Serviços Ltda.;PE;-;-;Arthouse;13;405;6.337,61;
2021;B2100113200000;L.O.C.A.;Claudia Jouvin De Paiva;Ficção;Conspiração Filmes Entretenimento 3º Milênio Ltda;RJ;Globo Comunicação E Participações S/A / Rsmts Empreendimentos E Participacoes Ltda;RJ/RJ;Imagem;1;10;163,80;
2021;B2000556700000;La Botera;Sabrina Blanco;Ficção;Vulcana Cinema Ltda;RS;-;-;Zeta Filmes;7;251;3.320,98;
2021;B2100075500000;Lamaçal;Franco Gabriel Verdoia;Ficção;Gp7 Cinema Ltda;PR;-;-;Elo Company;3;126;1.716,19;
2021;B2000042800000;Lamento;Diego De Mello Rego Lopes, Claudio Bitencourt Avila;Ficção;Oger Sepol Produção E Comércio Audiovisual Ltda;PR;-;-;Moro Filmes;7;317;4.928,92;
2021;B2100072000000;Libelu - Abaixo A Ditadura;Diogenes Adolpho Perez Muniz;Documentário;Boulevard Filmes Ltda;SP;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Boulevard Filmes;5;264;4.379,53;
2021;B2100032900000;Limiar;Coraci Bartman Ruiz;Documentário;Laboratório Cisco Educação E Imagem Ltda Me;SP;-;-;Taturana;2;60;563,00;
2021;B2100010700000;Loop;Bruno Bini Pereira Rosa;Ficção;Plano B Produtora De Filmes Eireli-Me;MT;Luciana Gomes Da Silva Druzina - Me / Valkyria Cine Eireli - Me;RS/RJ;Elo Company;1;24;368,80;
2021;B1900020400000;Luana Muniz - Filha Da Lua;Rian Cordova Costa, Leonardo Moraes Menezes;Documentário;Guaraná Produção De Conteúdo Cultural Ltda Me;RJ;-;-;Lira Filmes;9;785;11.937,70;
2021;B1900421800000;Lucicreide Vai Pra Marte;Rodrigo Cesar Ribeiro De Araujo;Ficção;All Screens Produção De Conteúdo Audiovisual Ltda;PE;Telecine Programacao De Filmes Ltda ;RJ;Downtown;135;14.485;198.518,94;
2021;B2100424200000;Lutar, Lutar, Lutar;Sergio Borges Martins Filho, Helvecio Neves Marins Junior;Documentário;Canabrava Filmes Eireli;MG;Espn Do Brasil Eventos Esportivos Ltda.;SP;Embaúba Filmes;25;10.525;206.837,02;
2021;B2100218200000;Madalena;Madiano Marcheti;Ficção;Polo Ms Cinema E Vídeo Ltda;MS;Raccord Produções Artísticas E Cinematográficas Ltda / Terceira Margem Filmes E Producoes Artisticas Ltda / Viralata Produções Ltda Me;RJ/MT/RJ;Vitrine Filmes;6;246;1.854,88;
2021;B2000375600000;Mangueira Em 2 Tempos;Ana Maria Portinho Magalhaes;Documentário;Nova Era Produções De Arte Ltda;RJ;Canal Brazil S/A;RJ;Arteplex Filmes;15;1.529;16.936,10;
2021;B2000006700000;Marighella;Wagner Manicoba De Moura;Ficção;O2 Cinema Ltda;SP;Globo Comunicação E Participações S/A / Maria Dafé Produções Artísticas Ltda / O2 Filmes Curtos Ltda;RJ/RJ/SP;Paris;338;305.865;5.939.037,02;
2021;B2000542500000;Meu Nome É Bagdá;Ana Carolina Piza Alves De Souza;Ficção;Manjericão Filmes Ltda Me;SP;-;-;Pagu Pictures;8;873;13.725,10;
2021;B2000227100000;Meu Querido Supermercado;Tali Yankelevich;Documentário;Casa Redonda Producoes Culturais Eireli ;SP;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Elo Company;2;67;507,00;
2021;B2100113300000;Migliaccio, O Brasileiro Em Cena;Joao Mariano Pereira Silva Lourenco;Documentário;Afinal Filmes Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Bretz Filmes;4;77;1.341,45;
2021;B1900493300000;Minha Fortaleza - Os Filhos De Fulano;Tatiana Lohmann Soares;Documentário;Exótica Cinematográfica - Eireli;SP;Miração Filmes Ltda;SP;Taturana;1;16;315,00;
2021;B1900189100000;Missão Cupido;Rodrigo Bittencourt Ramos;Ficção;Raccord Produções Artísticas e Cinematográficas Ltda;RJ;-;-;H2O Films;25;1.182;20.036,73;
2021;B2000339200000;Nazinha, Olhai Por Nós;Jose Belisario Cabo Penna Franca;Documentário;Giros Projetos Audiovisuais Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Boulevard Filmes;2;21;294,59;
2021;B2100226000000;Nem Tudo Se Desfaz;Josias Saraiva Monteiro Neto;Documentário;Lavra Editora E Producoes Cinematograficas Eireli;SP;-;-;Lavra Filmes;2;241;5.359,00;
2021;B2000319500000;Nheengatu;José Duarte Seixo Barahona Fernandes;Documentário;Refinaria Produções Ltda.;RJ;-;-;Pandora Filmes;1;26;470,00;
2021;B2100452100000;Nina;Paulo Cesar Santana De Alcantara Filho;Ficção;Araçá Azul Produção Eventos E Turismo Ltda;BA;-;-;Europa Filmes;3;66;1.179,49;
2021;B2100427500000;Noite De Fogo;Tatiana Huezo;Ficção;Desvia Produções Artisticas E Audiovisuais Ltda;PE;-;-;Vitrine Filmes;7;272;2.822,21;
2021;B1900572800000;Noites De Alface;Jose Buarque Ferreira;Ficção;Afinal Filmes Ltda;RJ;-;-;Pipa Produções;13;280;5.161,79;
2021;B1900203600000;Nona - Si Me Mojan Yo Los Quemo;Camila José Donoso;Ficção;Cine Camila José Donoso Eirl ;RJ;Bubbles Produções Artísticas Ltda ;RJ;Vitrine Filmes;10;353;7.439,87;
2021;B2000155000000;O Buscador;Bernardo De Mello Barreto Carvalho;Ficção;Berny Filmes Projetos Artísticos E Culturais Ltda - Me;RJ;-;-;O2 Play;6;138;2.635,68;
2021;B2000364100000;O Cemitério Das Almas Perdidas;Rodrigo Simoes Aragao;Ficção;Fábulas Negras Produções Artísticas Ltda.;ES;-;-;Elo Company;1;63;1.366,98;
2021;B1900453800000;O Diabo Branco;Ignacio Rogers;Ficção;Magma Cine S.R.L. ;SP; Sombumbo Filmes Ltda - Me;SP;Pandora Filmes;3;142;2.302,75;
2021;B2100261800000;O Filho Único Do Meu Pai;Joao Paulo Nogueira Lima, Danniel Fernandes Bezerra De Menezes, Danilo Pontes Ferreira De Carvalho;Ficção;Danilo Pontes Ferreira De Carvalho - Me;CE;-;-;D1 Realizações;6;852;11.857,20;
2021;B2100347700000;O Jardim Secreto De Mariana;Sergio Perez De Rezende;Ficção;Arpoador Audiovisual Ltda ;RJ;Cinquenta Filmes Ltda / Globo Comunicação E Participações S/A / Morena Filmes Eireli - Me;RJ/RJ/RJ;H2O Films;29;824;17.078,14;
2021;B2000484500000;O Novelo;Claudia Patricia Lima Pinheiro;Ficção;Parakino Producoes Ltda.;SP;-;-;O2 Play;1;70;1.675,00;
2021;B2000248700000;O Palhaço, Deserto;Patricia Lobo Ferraz De Andrade;Ficção;Patricia Lobo Ferraz De Andrade Producoes;SP;-;-;Bretz Filmes;3;68;1.545,72;
2021;B2000320300000;O Sentido Da Vida;Antônio Miguel Gonçalves Mendes;Documentário;O2 Cinema Ltda;SP;Globo Comunicação E Participações S/A;RJ;Paris;11;159;2.812,96;
2021;B2100070100000;O Silêncio Da Chuva;Joao Carlos Daniel;Ficção;Lereby Produções Ltda;RJ;Globo Comunicação E Participações S/A;RJ;Elo Company;26;2.386;42.864,78;
2021;B1800612900000;O Último Jogo;Roberto Studart Ramos De Queiroz Filho;Ficção;Primitivo Produção De Vídeo E Filmes Ltda / Truque Produtora De Cinema Tv E Vídeo Ltda;SP/BA;-;-;Pandora Filmes;4;80;1.341,18;
2021;B2100242000000;Os Caminhos Do Meu Pai;Mauricio Barros Osaki, Jussara Nunes Da Silveira;Ficção;Dezenove Som E Imagens Produções Ltda ;SP;-;-;Cup Filmes;1;216;3.068,23;
2021;B1900589200000;Os Salafrários;Pedro Antonio Camargos Paes De Oliveira;Ficção;Glaz Entretenimento S.A.;RJ;-;;Downtown;1;531;6.903,00;
2021;B1800036200000;Pantanal, A Boa Inocência De Nossas Origens;Izabella De Freitas Faya, Eduardo Lima De Castro Nunes;Documentário;3 Tabela Filmes E Produções Artísticas Ltda;RJ;-;-;Elo Company;1;3;56,37;
2021;B2100120000000;Pedro E Inês;António Da Rocha Cunha Ferreira;Ficção; Refinaria Produções Ltda;RJ;-;-;Pandora Filmes;4;230;4.817,10;
2021;B1900347800000;Piedade;Claudio De Assis Ferreira;Ficção;República Pureza Filmes Ltda;RJ;Canal Brazil S/A / Perdidas Ilusões Ltda;RJ/PE;Arthouse;19;3.311;57.244,38;
2021;B1900508000000;Pixinguinha, Um Homem Carinhoso;Denise Nunes Saraceni;Ficção;Ypearts Audiovisual Eireli - Me;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A ;RJ/RJ;Downtown;85;5.554;107.569,39;
2021;B2100057900000;Por Que Você Não Chora?;Cibele Amaral Correia;Ficção;Expresso Brasil Producoes De Audio Visuais Eireli ­ Me;DF;-;-;O2 Play;3;260;5.439,23;
2021;B1900490500000;Proibido Nascer No Paraíso;Joana Guedes Nin Ferreira;Documentário;Sambaqui Cultural Cine Vídeo Ltda;PR;-;-;Boulevard Filmes;1;1.290;9.291,36;
2021;B2000502900000;Quem Vai Ficar Com Mário;Hsu Chien Hsin;Ficção;Sincrocine Produções Cinematográficas Ltda;RJ;-;-;Paris;164;12.675;227.998,13;
2021;B1900299800000;Raia 4;Emiliano Fischer Cunha;Ficção;Lockheart Filmes Ltda.;RS;-;-;Boulevard Filmes;2;43;655,97;
2021;B2100290600000;Reação Em Cadeia;Marcio Garcia Machado;Ficção;Mgp Entretenimento Ltda ;MG;-;-;Paris;107;3.075;59.370,69;
2021;B1900425300000;Rodantes;Leandro Henrique Bezerra Lara;Ficção;Mosquito Video E Design Ltda;MG;-;-;Zeta Filmes;10;241;4.869,06;
2021;B1900061900000;Rumo;Mariana Pamplona, Flavio Coutinho De Senna Frederico;Documentário;Kinoscópio Cinematográfica E Comércio Ltda - Epp;SP;Canal Brazil S/A;RJ;Kinoscópio;9;152;2.741,00;
2021;B2100467400000;Sars-Cov-2 O Tempo Da Pandemia;Lauro Escorel De Moraes Filho, Eduardo Escorel De Moraes;Documentário;Movi & Art Producoes Cinematograficas Eireli;SP;-;-;Arteplex Filmes;9;114;2.094,55;
2021;B2000097600000;Selvagem;Diego Da Costa;Ficção;Pietà Filmes E Produções Ltda Epp;SP;Dgt Filmes Ltda - Epp;SP;Pietà Filmes;9;1.361;8.106,06;
2021;B1900039300000;Siron. Tempo Sobre Tela;Rodrigo De Barros Correia Accioly Campos, Andre Guerreiro Lopes;Documentário;Pacto Audiovisual Produtores Associados Ltda;PE;-;-;Pandora Filmes;2;21;409,59;
2021;B1800567100000;Tais & Taiane;Augusto Cesar Correa Seva;Ficção;Albatroz Cinematográfica Ltda;SP;Andrade Produções Cinematográficas Ltda;SP;Pandora Filmes;2;38;676,86;
2021;B2100496300000;Turma Da Mônica: Lições;Daniel Marques Rezende Pereira;Ficção;Biônica Cinema E Tv Ltda;SP;Globo Comunicação E Participações S/A / Paris Produções Cinematográficas Ltda;RJ/SP;Paris;909;814.543;13.490.812,07;
2021;B1900623600000;Um Animal Amarelo;Felipe Moura Braganca;Ficção;Dm Filmes E Produções Artísticas Ltda;RJ;-;-;Olhar Distribuição;10;252;4.207,76;
2021;B2100278800000;Um Casal Inseparável;Sergio Goldenberg;Ficção;Tv Zero Cinema Ltda;RJ;Globo Comunicação E Participações S/A / Telecine Programacao De Filmes Ltda / Trópicos Arte E Comunicação Ltda. Me;RJ/RJ/RJ;H2O Films;16;868;16.151,53;
2021;B2000402100000;Um Dia Com Jerusa;Viviane Ferreira Da Cruz;Ficção;Odun Produção De Bens Culturais Ltda;SP;-;-;Odun Filmes;2;27;587,33;
2021;B2000513600000;Um Tio Quase Perfeito 2;Pedro Antonio Camargos Paes De Oliveira;Ficção;Arpoador Audiovisual Ltda;RJ;Globo Comunicação E Participações S/A / Morena Filmes Eireli - Me /  Telecine Programacao De Filmes;RJ/RJ/RJ;H2O Films;417;73.216;1.151.507,05;
2021;B2000533500000;Un Crimen Común;Francisco Márquez;Ficção;Multiverso Filmes Produções Artísticas Ltda ;SP;-;-;Vitrine Filmes;9;989;17.422,02;
2021;B2000461200000;Valentina;Cassio Pereira Dos Santos;Ficção;Campo Cerrado Produções E Serviços Audiovisuais Ltda ;MG;Corriola Produção De Serviços Audiovisuais Ltda. Me / Kocria Produções E Serviços Audiovisuais Ltda;DF/DF;Anagrama Filmes;11;175;3.345,24;
2021;B1900454200000;Veneza;Miguel Falabella De Sousa Aguiar;Ficção;Anana Producoes Audiovisuais E Eventos Ltda;RJ;Globo Comunicação E Participações S/A;RJ;Imagem;176;7.477;143.772,16;
2021;B2000473600000;Vento Seco;Daniel Nolasco De Souza;Ficção;Panaceia Producoes Audiovisuais Ltde-Me;GO;Estúdio Giz Produções Ltda. - Me ;RJ;Olhar Distribuição;4;563;11.172,18;
2021;B2100339400000;Virando A Mesa;Caio Nogueira Cobra Varajao;Ficção;Media Bridge Produções Ltda / Paris Produções Cinematográficas Ltda;RJ/SP;C. N. Cobra Producoes Artisticas Ltda;-;Paris;6;37;542,06;
2021;B2100281200000;Você Não É Um Soldado;Maria Carolina Telles, Aleksei Wrobel Abib;Documentário;Elo Audiovisual Serviços Ltda;SP;Mstk Produções Cinematográficas Ltda-Me / Snack Rede De Canais Ltda;SP/SP;Elo Company;1;24;52,00;
2021;B2100259600000;Wandering Heart;Leonardo Esteban Brzezicki Conde;Ficção;Camisa Treze Cultural Ltda ;SP;-;-;Elo Company;1;20;399,80;
2021;B2000059800000;Wild - Rede Selvagem;Julio Boucada Mauro Inacio Peixoto, Dener Jose Giovanini;Documentário;Dg Consultoria E Comunicação Ambiental Ltda;DF;Globo Comunicação E Participações S/A;RJ;Bretz Filmes;2;16;276,32;
2021;B2000042900000;Zimba;Joel Pizzini Filho;Documentário;Leminiscata Filmes Ltda-Me;SP;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Bretz Filmes;2;58;1.037,03;
2022;B2200390500000;#;Caio Tedeschi De Andrade;Ficção;Cinema Bruto Produção Cinematográfica E Cultural - Eireli;RJ;Canal Brazil S/A;RJ;Cinema Bruto;1;7;155,89;
2022;B2200063900000;1999 - A Conquista Da América;Ricardo Pereira Marinho Aidar, Mauro Alexandre Zioni Beting, Marcela Coelho Nascimento;Documentário;Canal Azul Consultoria Audiovisual - Eireli;SP;-;-;Elo Company;1;1122;17.189,94;
2022;B2100362100000;45 Do Segundo Tempo;Luiz Fernando Villaca;Ficção;Bossa Nova Films Criacoes E Producoes S/A;SP;Globo Comunicação E Participações S/A /Maiomidia Comunicacao Ltda /Telecine Programacao De Filmes Ltda;RJ/RJ/RJ;Paris;244;27087;549.385,25;
2022;B2000263300000;5 Casas;Bruno Gularte Barreto;Documentário;Vulcana Cinema Ltda;RS;Bruno Gularte Barreto;RS;Lança Filmes;7;524;6.393,77;
2022;B2200370800000;7 Cortes De Cabelo No Congo.;Pedro Rossi De Sequeira E Silva, Luciana Braga Bezerra, Gustavo Dos Santos Melo Da Silva;Documentário;Coevos Filmes Ltda;RJ;-;-;Coevos Filmes;1;56;164,00;
2022;B1900494600000;A Batalha De Shangri-Lá;Rafael De Carvalho, Adelino Severino Da Silva Neto;Ficção;Molêra Produção De Filmes Ltda;MT;Moro Comunicacao Ltda;PR;Moro Filmes;4;89;1.341,34;
2022;B1900117400000;A Colmeia;Gilson Padilha De Vargas;Ficção;Cinematográfica Pata Negra Ltda;RS;-;-;Lança Filmes;13;705;9.990,39;
2022;B2000294200000;A Espera De Liz;Bruno Torres Moraes;Ficção;Aquarela Produções Culturais Ltda;DF;Sascha S. Kratzer - Me;DF;Pandora Filmes;16;258;4.572,33;
2022;B2000523000000;A Fantástica Fábrica De Golpes;Victor Manoel Almeida Fraga, Valnei Souza Nunes Filho;Documentário;Valnei Souza Nunes Filho;SP;-;-;Valnei Souza Nunes Filho;2;472;14.834,00;
2022;B2200146400000;A Felicidade Das Coisas;Thais Fujinaga;Ficção;Filmes De Plastico Producoes Audiovisuais Ltda - Me;MG;Liracine Produções Audiovisuais Ltda - Epp;SP;Embaúba Filmes;11;986;13.459,13;
2022;B1900093000000;A Jangada De Welles;Petrus Cariri Maia De Moura, Firmino De Holanda Cavalcante Neto;Documentário;Iluminura Cinema E Multimidia Ltda;CE;-;-;Sereia Filmes;8;579;7.527,54;
2022;B2100498100000;A Jaula;Joao Xavier Wainer De Oliveira;Ficção;Tx Conteudo E Entretenimento Eireli;SP;Cinema Produções Digitais Ltda;SP;Disney;237;23083;399.844,93;
2022;B2100364800000;A Mãe;Cristiano Burlan Da Silva;Ficção;Bela Filmes Produções Ltda Me ;SP;Filmes Da Garoa Produções Ltda /Ivan Carlos De Melo Produções Culturais Me;SP/SP;Cup Filmes;15;1561;21.983,38;
2022;B2000523200000;A Mesma Parte De Um Homem;Ana Paula Johann;Ficção;Grafo Audiovisual Ltda Me;PR;Ana Paula Johann;-;Olhar Distribuição;5;532;7.667,18;
2022;B2000096300000;A Morte Habita À Noite;Eduardo Henrique Moroto De Oliveira;Ficção;L L Mecchi Producoes /Plano 9 Produções Audiovisuais Ltda;PE;Eduardo Henrique Moroto De Oliveira;-;Vitrine Filmes;10;511;4.931,29;
2022;B2100349700000;A Queda;Diego Rocha Santos;Ficção;Dromedario Cinema E Video Ltda - Epp;MG;-;-;O2 Play;7;226;4.402,45;
2022;B2100432000000;A Suspeita;Pedro Engellaum Peregrino;Ficção; Formata Producoes E Conteudo Ltda. ;SP;Audaz Filmes Producoes Artisticas E Cinematograficas Ltda;RJ;Imagem;112;6679;132.721,06;
2022;B2100263400000;A Viagem De Pedro;Lais Bodanzky;Ficção;Biônica Cinema E Tv Ltda. /Buriti Filmes Ltda;SP/SP;Globo Comunicação E Participações S/A / Cauã Reymond Produções Artísticas Eireli - Epp / O2;RJ/RJ/SP;Vitrine Filmes;56;8706;157.771,19;
2022;B2200124400000;Abestalhados 2;Marcos Joel Jorge, Marcelo Botta Riani Costa;Ficção;Citizencrane - Producoes Cinematograficas Ltda - Me;SP;Salvatore Filmes Ltda;SP;Disney;54;2130;42.249,58;
2022;B2200251100000;Acampamento Intergaláctico;Fabricio Pires Bittar De Carvalho;Ficção;Clubtv Produções E Entretenimento Eireli;SP;-;-;Synapse;130;28632;528.820,77;
2022;B2200398000000;Ademã - A Vida E As Notas De Ibrahim Sued;Paulo Henrique Silveira Fontenelle Bizerril, Isabel Cristina Drumond De Sued;Documentário;Beaucastel Produçoes Artisticas Ltda;RJ;Globo Comunicação E Participações S/A / Canal Brazil S/A;RJ/RJ;Beaucastel Filmes;1;51;612,00;
2022;B1900245500000;Águas Selvagens;Roly Santos;Ficção; Laz Audiovisual Ltda;PR;-;-;Imagem;45;998;20.680,53;
2022;B2200023200000;Aldeotas;Paulo Rogerio Da Silva;Ficção;Gullane Entretenimento S.A.;SP;Nucleo Independente De Produção Ltda. - Epp /Paulo Rogério Da Silva Produções;SP/SP;Gullane Entretenimento;7;258;3.243,07;
2022;B2000141100000;Além Da Lenda - Filme;Marilia Feldhues Reis Pereira, Marcos Antonio De Franca Junior;Animação;Viu Cine Comunicacao Ltda;PE;-;-;Boulevard Filmes;24;2970;42.982,68;
2022;B2200048000000;Alemão 2;Jose Eduardo Belmonte Dos Santos;Ficção;Camisa Treze Cultural Ltda;SP;-;-;Vitrine Filmes;279;40518;787.929,31;
2022;B2200149500000;Alice Dos Anjos;Daniel Leite Almeida;Ficção;Ato3 Producoes Artisticas E Editoriais Ltda - Me;BA;-;-;Elo Company;4;22;244,00;
2022;B2200309700000;Alice No Mundo Da Internet;Fabricio Pires Bittar De Carvalho;Ficção;Clubtv Produções E Entretenimento Eireli;SP;-;-;Synapse;2;12;179,00;
2022;B2200065000000;Amado;Erik Luis De Castro Oliveira, Eduardo Felistoque;Ficção;Bsb Cinema Producoes Ltda;DF;-;-;Downtown;22;1313;26.306,10;
2022;B2200201200000;Amigo Secreto;Maria Augusta Freire De Carvalho Ramos;Documentário; Nofoco Filmes Produções Cinematograficas Ltda;RJ; Vitrine Filmes Ltda;SP;Vitrine Filmes;41;13011;256.347,66;
2022;B1201566500000;Amigos De Risco;Daniel Bandeira;Ficção;Símio Filmes Ltda;PE;-;-;Inquieta Cine;3;57;632,00;
2022;B2100115300000;Aos Nossos Filhos;Maria De Medeiros Esteves Victorino De Almeida;Ficção;Jlm Produções Artísticas Ltda;RJ;Globo Comunicação E Participações S/A / Canal Brazil S/A;RJ/RJ;Imovision;23;4426;88.741,33;
2022;B2100120300000;Aquilo Que Eu Nunca Perdi;Marina Da Costa Thome;Documentário;Pratuvê Prestação De Serviços Em Edição De Imagens Ltda - Me;SP;-;-;Descoloniza Filmes;7;272;3.579,08;
2022;B2200117200000;Arthur Moreira Lima - Um Piano Para Todos;Marcelo Mazuras;Documentário;Casa Maior Produções Culturais Ltda-Me;SP;-;-;A2 Filmes;1;59;888,00;
2022;B2100433200000;As Almas Que Dançam No Escuro;Marcos Henrique Garcia De Brito;Ficção;Encripta S/A;SP;-;-;Elite Filmes;3;43;891,72;
2022;B2100458300000;As Verdades;Jose Eduardo Belmonte Dos Santos;Ficção;Gullane Entretenimento S.A.;SP;Globo Comunicação E Participações S/A / Canal Brazil S/A;RJ/RJ;Gullane Entretenimento;13;1479;29.563,95;
2022;B2200223200000;Assalto Na Paulista;Flavio Coutinho De Senna Frederico;Ficção;Kinoscópio Cinematográfica E Comércio Ltda - Epp;SP;-;-;Kinoscópio;21;1523;31.282,30;
2022;B2000332000000;Avó Dezanove E O Segredo Do Soviético;João Carlos Alves De Vasconcelos Ribeiro;Ficção;Grafo Audiovisual Ltda Me;PR;-;-;Olhar Distribuição;1;6;80,00;
2022;B2200285200000;Bem-Vinda A Quixeramobim;Halder Catunda Gomes;Ficção;Glaz Entretenimento S.A. ;RJ;Globo Comunicação E Participações S/A;RJ;Downtown;53;70398;1.200.464,92;
2022;B2000110400000;Brasil África - Um Elo Natural;Dener Jose Giovanini;Documentário;Dg Consultoria E Comunicação Ambiental Ltda.;DF;-;-;Bretz Filmes;2;23;452,71;
2022;B2200042500000;Brasileiríssima;Andre Bushatsky;Documentário;Twins Bushatsky Produções Cinematográficas Ltda.;SP;Globo Comunicação E Participações S/A / Canal Brazil S/A;RJ/RJ;Bretz Filmes;3;83;1.335,75;
2022;B1900541900000;Breve História Do Planeta Verde;Santiago Loza;Ficção;Anavilhana Filmes Ltda - Me ;MG;-;-;Embaúba Filmes;8;259;2.543,12;
2022;B1800375900000;Cano Serrado;Erik Luis De Castro Oliveira;Ficção;Bsb Cinema Producoes Ltda ;DF;Globo Comunicação E Participações S/A /Xanadu Produções Cinematográficas Ltda;RJ/RJ;H2O Films;49;990;17.945,57;
